SRCID,Q1,Q1_Ordinal,Q2,DUM1,DUM2,Q5Average,Q6,Q7Average,Q8,Q9Average,Q10,Q11Average,Q12,Q12_Ordinal,Q18,Q20,Q22,Q22_Ordinal,Q24,p_gender_sdc,p_age_group_sdc,p_education_sdc,p_state_sdc,Random
1256,2,"""2""","""-98""","""2""","""2""",2,"""3""",2,"""2""",2,"""1""",3,3,"""3""",6,5,2,"""2""","""0""","""2""","""1""","""3""","""3""",423.9394495
22,4,"""4""","""13""","""1""","""1""",2,"""1""",1,"""6""",2,"""2""",2,1,"""1""",8,8,3,"""3""","""1""","""1""","""4""","""1""","""1""",424.3743119
47,2,"""2""","""1""","""2""","""3""",2,"""4""",2,"""2""",2,"""2""",2,1,"""1""",4,8,3,"""3""","""1""","""1""","""2""","""1""","""1""",424.8091743
52,2,"""2""","""11""","""1""","""1""",2,"""1""",1,"""2""",2,"""2""",2,1,"""1""",7,7,3,"""3""","""1""","""2""","""3""","""1""","""2""",425.2440367
56,4,"""4""","""20""","""1""","""2""",2,"""1""",2,"""5""",2,"""1""",2,1,"""1""",6,8,3,"""3""","""2""","""1""","""4""","""1""","""2""",425.6788991
57,2,"""2""","""16""","""2""","""1""",3,"""4""",1,"""9""",3,"""2""",2,1,"""1""",5,8,3,"""3""","""2""","""2""","""3""","""1""","""3""",426.1137615
58,2,"""2""","""14""","""1""","""2""",2,"""1""",1,"""5""",2,"""2""",1,1,"""1""",6,9,3,"""3""","""1""","""1""","""2""","""1""","""4""",426.5486239
59,2,"""2""","""13""","""1""","""1""",3,"""1""",2,"""5""",3,"""2""",2,1,"""1""",7,7,3,"""3""","""1""","""1""","""4""","""1""","""2""",426.9834862
63,4,"""4""","""19""","""2""","""3""",2,"""4""",2,"""5""",2,"""2""",2,1,"""1""",5,7,3,"""3""","""1""","""1""","""3""","""1""","""3""",427.4183486
66,2,"""2""","""20""","""1""","""2""",2,"""12""",2,"""2""",2,"""1""",2,1,"""1""",7,5,3,"""3""","""1""","""2""","""3""","""1""","""1""",427.853211
68,4,"""4""","""19""","""1""","""2""",3,"""4""",1,"""2""",3,"""1""",1,1,"""1""",6,10,3,"""3""","""1""","""2""","""3""","""1""","""3""",428.2880734
72,2,"""2""","""11""","""2""","""1""",2,"""4""",1,"""2""",2,"""2""",2,1,"""1""",8,6,3,"""3""","""1""","""2""","""2""","""1""","""2""",428.7229358
77,2,"""2""","""13""","""1""","""3""",2,"""6""",2,"""2""",2,"""2""",2,1,"""1""",3,7,3,"""3""","""0""","""1""","""2""","""2""","""1""",429.1577982
78,2,"""2""","""13""","""1""","""3""",2,"""4""",1,"""5""",2,"""1""",2,1,"""1""",7,6,3,"""3""","""0""","""2""","""2""","""2""","""2""",429.5926606
82,4,"""4""","""11""","""1""","""1""",2,"""9""",2,"""2""",2,"""1""",1,1,"""1""",2,9,3,"""3""","""1""","""2""","""3""","""1""","""2""",430.0275229
89,4,"""4""","""1""","""1""","""1""",3,"""4""",1,"""2""",3,"""2""",2,1,"""1""",5,7,3,"""3""","""2""","""1""","""2""","""1""","""2""",430.4623853
90,2,"""2""","""32""","""1""","""2""",3,"""2""",1,"""2""",3,"""1""",1,1,"""1""",7,2,3,"""3""","""0""","""2""","""1""","""1""","""3""",430.8972477
94,2,"""2""","""11""","""1""","""2""",2,"""4""",1,"""5""",2,"""1""",2,1,"""1""",6,10,3,"""3""","""1""","""2""","""4""","""1""","""2""",431.3321101
95,4,"""4""","""1""","""2""","""3""",2,"""2""",1,"""2""",2,"""1""",2,1,"""1""",4,2,3,"""3""","""1""","""2""","""2""","""1""","""4""",431.7669725
99,4,"""4""","""11""","""2""","""2""",2,"""4""",1,"""9""",2,"""2""",2,1,"""1""",5,7,3,"""3""","""1""","""1""","""3""","""1""","""8""",432.2018349
103,2,"""2""","""96""","""1""","""1""",2,"""9""",1,"""8""",2,"""2""",2,1,"""1""",6,5,3,"""3""","""1""","""2""","""4""","""1""","""2""",432.6366972
117,2,"""2""","""16""","""1""","""1""",3,"""1""",2,"""9""",3,"""2""",2,1,"""1""",8,8,3,"""3""","""2""","""1""","""4""","""1""","""4""",433.0715596
120,4,"""4""","""16""","""1""","""3""",2,"""4""",1,"""2""",2,"""2""",2,1,"""1""",3,8,3,"""3""","""2""","""2""","""2""","""1""","""5""",433.506422
126,2,"""2""","""36""","""1""","""3""",2,"""4""",1,"""2""",2,"""2""",2,1,"""1""",7,9,3,"""3""","""1""","""2""","""3""","""1""","""3""",433.9412844
129,4,"""4""","""11""","""1""","""1""",2,"""4""",1,"""1""",2,"""2""",2,1,"""1""",2,8,3,"""3""","""2""","""1""","""3""","""1""","""2""",434.3761468
130,2,"""2""","""35""","""1""","""3""",2,"""4""",1,"""3""",2,"""1""",2,1,"""1""",5,6,3,"""3""","""0""","""2""","""3""","""2""","""2""",434.8110092
132,2,"""2""","""16""","""2""","""3""",3,"""6""",1,"""1""",3,"""2""",2,1,"""1""",2,10,3,"""3""","""1""","""1""","""4""","""1""","""4""",435.2458716
140,2,"""2""","""5""","""1""","""1""",4,"""4""",1,"""2""",4,"""2""",1,1,"""1""",5,10,3,"""3""","""1""","""2""","""1""","""1""","""1""",435.6807339
141,4,"""4""","""11""","""2""","""3""",3,"""1""",2,"""5""",3,"""1""",2,1,"""1""",10,7,3,"""3""","""1""","""2""","""4""","""1""","""2""",436.1155963
142,5,"""5""","""16""","""1""","""2""",4,"""1""",1,"""2""",4,"""2""",2,1,"""1""",10,10,3,"""3""","""0""","""1""","""2""","""3""","""4""",436.5504587
143,2,"""2""","""13""","""1""","""1""",3,"""4""",2,"""9""",3,"""2""",2,1,"""1""",8,7,3,"""3""","""1""","""1""","""2""","""1""","""4""",436.9853211
145,5,"""5""","""13""","""1""","""1""",3,"""4""",1,"""2""",3,"""2""",2,1,"""1""",6,9,3,"""3""","""1""","""1""","""3""","""1""","""1""",437.4201835
147,4,"""4""","""11""","""2""","""3""",2,"""6""",1,"""5""",2,"""1""",1,1,"""1""",7,7,3,"""3""","""1""","""1""","""2""","""1""","""8""",437.8550459
148,4,"""4""","""19""","""1""","""3""",3,"""1""",1,"""9""",3,"""2""",2,1,"""1""",6,6,3,"""3""","""1""","""1""","""4""","""1""","""3""",438.2899083
149,5,"""5""","""11""","""1""","""1""",2,"""4""",3,"""5""",2,"""1""",2,1,"""1""",8,8,3,"""3""","""1""","""1""","""4""","""1""","""4""",438.7247706
156,1,"""1""","""12""","""2""","""1""",2,"""6""",1,"""5""",2,"""1""",2,1,"""1""",2,8,3,"""3""","""1""","""2""","""4""","""1""","""1""",439.159633
157,1,"""1""","""7""","""1""","""2""",1,"""1""",1,"""3""",1,"""1""",2,1,"""1""",8,7,3,"""3""","""1""","""2""","""3""","""1""","""4""",439.5944954
159,2,"""2""","""1""","""1""","""3""",2,"""4""",1,"""9""",2,"""1""",1,1,"""1""",6,6,3,"""3""","""2""","""2""","""3""","""1""","""2""",440.0293578
163,5,"""5""","""16""","""1""","""3""",2,"""9""",2,"""8""",2,"""1""",1,1,"""1""",8,10,3,"""3""","""1""","""2""","""3""","""1""","""2""",440.4642202
164,2,"""2""","""34""","""2""","""2""",2,"""1""",1,"""2""",2,"""2""",2,1,"""1""",7,9,3,"""3""","""1""","""2""","""4""","""1""","""6""",440.8990826
165,2,"""2""","""1""","""2""","""1""",3,"""4""",1,"""5""",3,"""2""",2,1,"""1""",6,7,3,"""3""","""1""","""2""","""2""","""1""","""2""",441.333945
166,2,"""2""","""1""","""1""","""2""",2,"""3""",1,"""9""",2,"""1""",1,1,"""1""",3,5,3,"""3""","""1""","""1""","""2""","""1""","""3""",441.7688073
167,4,"""4""","""11""","""2""","""3""",2,"""4""",1,"""2""",2,"""1""",1,1,"""1""",7,8,3,"""3""","""1""","""1""","""4""","""1""","""1""",442.2036697
168,2,"""2""","""11""","""1""","""3""",2,"""1""",2,"""6""",2,"""2""",3,1,"""1""",2,8,3,"""3""","""0""","""2""","""4""","""3""","""3""",442.6385321
171,2,"""2""","""20""","""1""","""1""",2,"""4""",2,"""5""",2,"""2""",2,1,"""1""",7,7,3,"""3""","""0""","""2""","""2""","""3""","""1""",443.0733945
177,4,"""4""","""16""","""1""","""2""",2,"""1""",2,"""5""",2,"""2""",1,1,"""1""",8,10,3,"""3""","""1""","""1""","""4""","""1""","""1""",443.5082569
180,2,"""2""","""33""","""2""","""1""",2,"""4""",1,"""2""",2,"""2""",2,1,"""1""",5,5,3,"""3""","""0""","""2""","""3""","""2""","""4""",443.9431193
184,4,"""4""","""13""","""1""","""1""",2,"""4""",1,"""9""",2,"""1""",3,1,"""1""",5,7,3,"""3""","""0""","""2""","""3""","""3""","""3""",444.3779817
193,2,"""2""","""19""","""2""","""1""",2,"""1""",2,"""9""",2,"""2""",3,1,"""1""",10,10,3,"""3""","""1""","""1""","""2""","""1""","""5""",444.812844
194,2,"""2""","""16""","""1""","""1""",2,"""12""",1,"""3""",2,"""2""",2,1,"""1""",8,10,3,"""3""","""1""","""1""","""4""","""1""","""5""",445.2477064
202,2,"""2""","""20""","""1""","""2""",2,"""1""",1,"""5""",2,"""2""",2,1,"""1""",7,9,3,"""3""","""1""","""2""","""4""","""1""","""6""",445.6825688
207,2,"""2""","""11""","""2""","""1""",2,"""12""",1,"""5""",2,"""1""",1,1,"""1""",5,5,3,"""3""","""1""","""2""","""3""","""1""","""2""",446.1174312
210,2,"""2""","""13""","""1""","""3""",2,"""4""",2,"""2""",2,"""2""",2,1,"""1""",5,7,3,"""3""","""0""","""2""","""2""","""3""","""1""",446.5522936
216,4,"""4""","""16""","""1""","""3""",2,"""6""",2,"""5""",2,"""2""",1,1,"""1""",5,7,3,"""3""","""1""","""1""","""2""","""1""","""2""",446.987156
220,2,"""2""","""5""","""1""","""1""",3,"""5""",2,"""8""",3,"""2""",2,1,"""1""",3,8,3,"""3""","""1""","""2""","""3""","""1""","""5""",447.4220183
227,2,"""2""","""13""","""1""","""3""",2,"""4""",1,"""2""",2,"""2""",1,1,"""1""",7,6,3,"""3""","""2""","""1""","""3""","""1""","""1""",447.8568807
229,4,"""4""","""4""","""2""","""1""",2,"""4""",1,"""7""",2,"""1""",2,1,"""1""",6,10,3,"""3""","""1""","""2""","""2""","""1""","""1""",448.2917431
243,4,"""4""","""20""","""1""","""1""",2,"""1""",1,"""9""",2,"""2""",2,1,"""1""",5,8,3,"""3""","""1""","""1""","""2""","""1""","""2""",448.7266055
245,4,"""4""","""16""","""2""","""1""",2,"""1""",2,"""5""",2,"""1""",2,1,"""1""",5,8,3,"""3""","""1""","""1""","""3""","""1""","""1""",449.1614679
248,2,"""2""","""36""","""1""","""1""",2,"""9""",2,"""5""",2,"""1""",2,1,"""1""",5,6,3,"""3""","""1""","""1""","""1""","""1""","""2""",449.5963303
252,2,"""2""","""6""","""1""","""2""",2,"""4""",1,"""2""",2,"""1""",1,1,"""1""",7,7,3,"""3""","""1""","""1""","""3""","""1""","""3""",450.0311927
258,4,"""4""","""96""","""1""","""3""",2,"""10""",1,"""9""",2,"""1""",2,1,"""1""",5,4,3,"""3""","""0""","""2""","""4""","""2""","""3""",450.466055
263,4,"""4""","""19""","""1""","""2""",2,"""9""",1,"""3""",2,"""1""",1,1,"""1""",10,10,3,"""3""","""0""","""1""","""2""","""1""","""8""",450.9009174
273,5,"""5""","""11""","""1""","""3""",3,"""9""",2,"""5""",3,"""2""",2,1,"""1""",2,5,3,"""3""","""0""","""1""","""1""","""3""","""6""",451.3357798
274,2,"""2""","""-98""","""1""","""2""",2,"""1""",1,"""9""",2,"""2""",2,1,"""1""",3,10,3,"""3""","""1""","""2""","""2""","""1""","""1""",451.7706422
284,2,"""2""","""11""","""2""","""2""",2,"""4""",1,"""8""",2,"""2""",1,1,"""1""",8,7,3,"""3""","""1""","""2""","""4""","""1""","""1""",452.2055046
287,2,"""2""","""13""","""1""","""3""",3,"""1""",2,"""6""",3,"""2""",2,1,"""1""",8,8,3,"""3""","""0""","""1""","""3""","""2""","""4""",452.640367
288,4,"""4""","""11""","""2""","""1""",2,"""1""",2,"""9""",2,"""2""",2,1,"""1""",2,5,3,"""3""","""1""","""1""","""1""","""1""","""1""",453.0752294
292,4,"""4""","""11""","""1""","""2""",2,"""4""",1,"""9""",2,"""1""",2,1,"""1""",7,8,3,"""3""","""1""","""2""","""4""","""1""","""2""",453.5100917
296,2,"""2""","""28""","""1""","""1""",2,"""4""",1,"""9""",2,"""2""",2,1,"""1""",7,7,3,"""3""","""1""","""2""","""2""","""1""","""3""",453.9449541
300,4,"""4""","""1""","""1""","""1""",2,"""4""",1,"""9""",2,"""1""",2,1,"""1""",7,8,3,"""3""","""2""","""2""","""4""","""1""","""2""",454.3798165
302,2,"""2""","""1""","""2""","""1""",2,"""4""",1,"""9""",2,"""1""",2,1,"""1""",7,9,3,"""3""","""1""","""1""","""2""","""1""","""3""",454.8146789
306,2,"""2""","""-98""","""1""","""1""",1,"""4""",2,"""2""",1,"""2""",2,1,"""1""",6,5,3,"""3""","""2""","""2""","""2""","""1""","""2""",455.2495413
316,1,"""1""","""11""","""2""","""3""",2,"""4""",1,"""9""",2,"""1""",1,1,"""1""",7,5,3,"""3""","""0""","""2""","""2""","""2""","""1""",455.6844037
318,4,"""4""","""11""","""2""","""2""",2,"""10""",1,"""6""",2,"""1""",2,1,"""1""",5,7,3,"""3""","""1""","""1""","""4""","""1""","""1""",456.1192661
320,2,"""2""","""1""","""1""","""2""",2,"""1""",1,"""2""",2,"""1""",2,1,"""1""",5,9,3,"""3""","""1""","""1""","""3""","""1""","""3""",456.5541284
323,4,"""4""","""20""","""1""","""1""",3,"""1""",2,"""2""",3,"""1""",2,1,"""1""",6,8,3,"""3""","""1""","""2""","""3""","""1""","""3""",456.9889908
333,2,"""2""","""29""","""1""","""1""",2,"""6""",2,"""8""",2,"""1""",2,1,"""1""",2,4,3,"""3""","""1""","""2""","""2""","""1""","""2""",457.4238532
337,2,"""2""","""16""","""2""","""3""",2,"""1""",1,"""5""",2,"""1""",2,1,"""1""",4,9,3,"""3""","""1""","""1""","""3""","""1""","""1""",457.8587156
339,4,"""4""","""16""","""1""","""1""",2,"""9""",1,"""5""",2,"""2""",1,1,"""1""",7,5,3,"""3""","""1""","""2""","""2""","""1""","""1""",458.293578
341,1,"""1""","""13""","""1""","""1""",2,"""10""",1,"""2""",2,"""2""",2,1,"""1""",8,8,3,"""3""","""0""","""1""","""4""","""2""","""1""",458.7284404
347,5,"""5""","""13""","""1""","""3""",4,"""4""",2,"""1""",4,"""2""",2,1,"""1""",6,8,3,"""3""","""1""","""1""","""2""","""1""","""3""",459.1633028
361,4,"""4""","""20""","""1""","""1""",2,"""6""",2,"""8""",2,"""1""",1,1,"""1""",6,6,3,"""3""","""1""","""1""","""3""","""1""","""2""",459.5981651
364,4,"""4""","""1""","""1""","""3""",2,"""9""",1,"""5""",2,"""2""",2,1,"""1""",6,6,3,"""3""","""1""","""1""","""2""","""1""","""3""",460.0330275
375,2,"""2""","""16""","""1""","""3""",2,"""9""",2,"""5""",2,"""1""",2,1,"""1""",8,8,3,"""3""","""1""","""2""","""4""","""1""","""1""",460.4678899
380,4,"""4""","""33""","""1""","""3""",2,"""4""",1,"""3""",2,"""2""",2,1,"""1""",7,6,3,"""3""","""0""","""1""","""2""","""2""","""3""",460.9027523
383,2,"""2""","""12""","""2""","""1""",2,"""6""",1,"""5""",2,"""2""",2,1,"""1""",3,4,3,"""3""","""1""","""1""","""4""","""1""","""4""",461.3376147
389,2,"""2""","""5""","""1""","""1""",2,"""4""",1,"""5""",2,"""2""",2,1,"""1""",9,8,3,"""3""","""1""","""2""","""3""","""1""","""1""",461.7724771
392,4,"""4""","""11""","""2""","""1""",2,"""9""",1,"""1""",2,"""1""",2,1,"""1""",2,7,3,"""3""","""2""","""1""","""4""","""1""","""2""",462.2073394
393,2,"""2""","""11""","""1""","""2""",2,"""1""",2,"""5""",2,"""1""",2,1,"""1""",3,5,3,"""3""","""1""","""2""","""3""","""1""","""8""",462.6422018
394,5,"""5""","""1""","""2""","""3""",3,"""4""",1,"""9""",3,"""2""",2,1,"""1""",3,9,3,"""3""","""1""","""2""","""3""","""1""","""2""",463.0770642
398,5,"""5""","""11""","""1""","""1""",2,"""12""",1,"""8""",2,"""2""",1,1,"""1""",7,10,3,"""3""","""1""","""2""","""4""","""1""","""2""",463.5119266
402,2,"""2""","""36""","""2""","""1""",2,"""6""",2,"""5""",2,"""2""",2,1,"""1""",8,10,3,"""3""","""1""","""2""","""4""","""1""","""1""",463.946789
407,2,"""2""","""13""","""1""","""3""",3,"""1""",2,"""2""",3,"""2""",2,1,"""1""",7,9,3,"""3""","""1""","""1""","""3""","""1""","""2""",464.3816514
408,2,"""2""","""1""","""1""","""2""",3,"""4""",1,"""1""",3,"""2""",2,1,"""1""",5,8,3,"""3""","""1""","""2""","""2""","""1""","""2""",464.8165138
419,2,"""2""","""16""","""2""","""3""",3,"""12""",1,"""5""",3,"""1""",1,1,"""1""",5,5,3,"""3""","""1""","""2""","""4""","""1""","""2""",465.2513761
425,2,"""2""","""20""","""2""","""3""",2,"""4""",2,"""5""",2,"""1""",2,1,"""1""",7,7,3,"""3""","""1""","""1""","""4""","""1""","""4""",465.6862385
431,2,"""2""","""16""","""1""","""1""",2,"""4""",1,"""9""",2,"""2""",2,1,"""1""",3,10,3,"""3""","""1""","""2""","""2""","""1""","""2""",466.1211009
434,1,"""1""","""1""","""2""","""3""",2,"""1""",1,"""2""",2,"""2""",3,1,"""1""",7,8,3,"""3""","""1""","""1""","""3""","""1""","""1""",466.5559633
435,4,"""4""","""11""","""2""","""1""",2,"""12""",1,"""2""",2,"""1""",1,1,"""1""",7,10,3,"""3""","""1""","""1""","""2""","""1""","""1""",466.9908257
439,4,"""4""","""16""","""1""","""1""",2,"""4""",1,"""9""",2,"""2""",2,1,"""1""",10,8,3,"""3""","""1""","""1""","""3""","""1""","""5""",467.4256881
443,2,"""2""","""11""","""1""","""1""",3,"""1""",1,"""5""",3,"""1""",2,1,"""1""",6,7,3,"""3""","""1""","""1""","""4""","""1""","""2""",467.8605505
447,2,"""2""","""4""","""1""","""1""",2,"""4""",2,"""2""",2,"""2""",2,1,"""1""",4,6,3,"""3""","""1""","""2""","""2""","""1""","""1""",468.2954128
448,4,"""4""","""16""","""2""","""3""",2,"""4""",1,"""7""",2,"""2""",2,1,"""1""",10,0,3,"""3""","""0""","""2""","""4""","""1""","""4""",468.7302752
449,2,"""2""","""4""","""1""","""2""",2,"""1""",2,"""9""",2,"""1""",2,1,"""1""",6,6,3,"""3""","""0""","""2""","""3""","""2""","""3""",469.1651376
455,2,"""2""","""1""","""1""","""1""",2,"""4""",2,"""2""",2,"""2""",2,1,"""1""",8,7,3,"""3""","""1""","""2""","""2""","""1""","""6""",469.6
456,5,"""5""","""33""","""1""","""1""",3,"""1""",2,"""9""",3,"""2""",2,1,"""1""",9,8,3,"""3""","""1""","""2""","""3""","""1""","""5""",470.0348624
458,4,"""4""","""11""","""1""","""1""",2,"""9""",2,"""5""",2,"""2""",2,1,"""1""",7,7,3,"""3""","""1""","""1""","""2""","""1""","""4""",470.4697248
459,2,"""2""","""29""","""1""","""1""",2,"""3""",1,"""2""",2,"""1""",1,1,"""1""",1,2,3,"""3""","""2""","""2""","""2""","""1""","""2""",470.9045872
460,1,"""1""","""19""","""1""","""1""",2,"""1""",1,"""6""",2,"""2""",2,1,"""1""",7,8,3,"""3""","""1""","""1""","""4""","""1""","""3""",471.3394495
469,2,"""2""","""1""","""2""","""3""",2,"""4""",1,"""5""",2,"""1""",1,1,"""1""",1,1,3,"""3""","""2""","""1""","""2""","""1""","""2""",471.7743119
485,4,"""4""","""16""","""2""","""1""",3,"""4""",1,"""2""",3,"""1""",2,1,"""1""",7,9,3,"""3""","""0""","""1""","""2""","""3""","""1""",472.2091743
487,1,"""1""","""11""","""1""","""1""",2,"""2""",1,"""8""",2,"""1""",2,1,"""1""",5,5,3,"""3""","""1""","""2""","""4""","""1""","""2""",472.6440367
488,4,"""4""","""16""","""1""","""1""",2,"""6""",2,"""5""",2,"""2""",2,1,"""1""",0,10,3,"""3""","""1""","""2""","""4""","""1""","""3""",473.0788991
495,2,"""2""","""32""","""1""","""1""",2,"""8""",1,"""4""",2,"""1""",2,1,"""1""",5,7,3,"""3""","""0""","""2""","""3""","""2""","""1""",473.5137615
500,4,"""4""","""13""","""1""","""3""",2,"""4""",1,"""9""",2,"""1""",2,1,"""1""",7,6,3,"""3""","""1""","""2""","""4""","""1""","""2""",473.9486239
504,2,"""2""","""16""","""1""","""3""",2,"""12""",1,"""3""",2,"""2""",2,1,"""1""",5,8,3,"""3""","""1""","""2""","""3""","""1""","""8""",474.3834862
506,2,"""2""","""29""","""1""","""1""",2,"""4""",1,"""5""",2,"""1""",2,1,"""1""",9,7,3,"""3""","""1""","""2""","""4""","""1""","""2""",474.8183486
507,4,"""4""","""16""","""2""","""1""",2,"""4""",1,"""8""",2,"""1""",1,1,"""1""",7,7,3,"""3""","""1""","""2""","""2""","""1""","""2""",475.253211
510,4,"""4""","""1""","""1""","""1""",3,"""2""",2,"""2""",3,"""2""",2,1,"""1""",3,10,3,"""3""","""1""","""1""","""2""","""1""","""2""",475.6880734
511,4,"""4""","""1""","""1""","""2""",3,"""1""",1,"""9""",3,"""2""",2,1,"""1""",5,9,3,"""3""","""1""","""2""","""2""","""1""","""2""",476.1229358
514,4,"""4""","""1""","""2""","""1""",3,"""4""",2,"""9""",3,"""1""",2,1,"""1""",5,5,3,"""3""","""0""","""1""","""1""","""3""","""2""",476.5577982
517,4,"""4""","""16""","""1""","""2""",2,"""1""",2,"""5""",2,"""2""",2,1,"""1""",3,6,3,"""3""","""1""","""2""","""3""","""1""","""2""",476.9926606
519,1,"""1""","""1""","""1""","""3""",2,"""6""",2,"""1""",2,"""1""",2,1,"""1""",4,6,3,"""3""","""2""","""1""","""4""","""1""","""1""",477.4275229
530,2,"""2""","""19""","""1""","""1""",2,"""1""",1,"""9""",2,"""2""",2,1,"""1""",7,5,3,"""3""","""1""","""1""","""3""","""1""","""2""",477.8623853
532,2,"""2""","""96""","""1""","""1""",2,"""4""",2,"""2""",2,"""1""",2,1,"""1""",4,8,3,"""3""","""1""","""1""","""2""","""1""","""1""",478.2972477
536,2,"""2""","""2""","""2""","""2""",3,"""4""",2,"""2""",3,"""1""",2,1,"""1""",7,9,3,"""3""","""1""","""1""","""3""","""1""","""1""",478.7321101
539,2,"""2""","""96""","""1""","""1""",3,"""4""",1,"""7""",3,"""2""",2,1,"""1""",7,6,3,"""3""","""1""","""2""","""4""","""1""","""3""",479.1669725
540,2,"""2""","""-98""","""1""","""3""",2,"""4""",1,"""1""",2,"""1""",1,1,"""1""",1,2,3,"""3""","""1""","""2""","""4""","""1""","""8""",479.6018349
541,1,"""1""","""37""","""1""","""3""",2,"""9""",2,"""9""",2,"""1""",1,1,"""1""",9,9,3,"""3""","""1""","""2""","""2""","""1""","""1""",480.0366972
542,4,"""4""","""16""","""1""","""2""",2,"""2""",2,"""5""",2,"""2""",2,1,"""1""",7,8,3,"""3""","""1""","""2""","""3""","""1""","""1""",480.4715596
543,2,"""2""","""11""","""2""","""1""",2,"""4""",1,"""3""",2,"""1""",2,1,"""1""",7,10,3,"""3""","""2""","""2""","""2""","""1""","""2""",480.906422
551,4,"""4""","""1""","""1""","""1""",2,"""3""",1,"""3""",2,"""2""",2,1,"""1""",7,8,3,"""3""","""1""","""1""","""3""","""1""","""3""",481.3412844
552,2,"""2""","""13""","""1""","""1""",2,"""4""",2,"""2""",2,"""1""",3,1,"""1""",8,8,3,"""3""","""1""","""2""","""2""","""1""","""1""",481.7761468
555,2,"""2""","""16""","""2""","""2""",2,"""12""",2,"""5""",2,"""2""",2,1,"""1""",6,7,3,"""3""","""2""","""2""","""3""","""1""","""1""",482.2110092
560,2,"""2""","""20""","""1""","""1""",2,"""4""",1,"""9""",2,"""2""",1,1,"""1""",6,7,3,"""3""","""0""","""2""","""2""","""2""","""1""",482.6458716
561,4,"""4""","""16""","""1""","""1""",2,"""1""",2,"""5""",2,"""1""",2,1,"""1""",6,8,3,"""3""","""1""","""2""","""3""","""1""","""5""",483.0807339
568,2,"""2""","""27""","""1""","""3""",2,"""6""",1,"""5""",2,"""1""",2,1,"""1""",7,8,3,"""3""","""1""","""2""","""3""","""1""","""2""",483.5155963
572,5,"""5""","""20""","""1""","""1""",4,"""11""",2,"""5""",4,"""2""",2,1,"""1""",5,2,3,"""3""","""1""","""2""","""2""","""1""","""4""",483.9504587
575,2,"""2""","""1""","""1""","""3""",2,"""4""",1,"""9""",2,"""2""",2,1,"""1""",10,5,3,"""3""","""0""","""1""","""2""","""2""","""1""",484.3853211
581,2,"""2""","""12""","""1""","""3""",2,"""4""",1,"""5""",2,"""1""",1,1,"""1""",3,7,3,"""3""","""0""","""1""","""3""","""2""","""1""",484.8201835
582,4,"""4""","""1""","""1""","""1""",2,"""4""",2,"""2""",2,"""1""",2,1,"""1""",7,8,3,"""3""","""1""","""1""","""2""","""1""","""2""",485.2550459
583,4,"""4""","""20""","""1""","""1""",2,"""9""",2,"""5""",2,"""1""",2,1,"""1""",6,7,3,"""3""","""1""","""1""","""4""","""1""","""1""",485.6899083
584,1,"""1""","""16""","""2""","""2""",2,"""4""",1,"""2""",2,"""2""",2,1,"""1""",1,3,3,"""3""","""1""","""2""","""4""","""1""","""8""",486.1247706
599,2,"""2""","""11""","""2""","""1""",2,"""12""",1,"""8""",2,"""1""",2,1,"""1""",3,6,3,"""3""","""1""","""2""","""3""","""1""","""5""",486.559633
602,4,"""4""","""13""","""1""","""2""",2,"""4""",1,"""2""",2,"""2""",2,1,"""1""",7,7,3,"""3""","""0""","""2""","""4""","""3""","""6""",486.9944954
608,2,"""2""","""-98""","""1""","""3""",2,"""9""",1,"""9""",2,"""1""",2,1,"""1""",7,6,3,"""3""","""0""","""2""","""2""","""2""","""1""",487.4293578
611,4,"""4""","""16""","""1""","""1""",3,"""4""",2,"""2""",3,"""2""",2,1,"""1""",7,5,3,"""3""","""1""","""1""","""3""","""1""","""1""",487.8642202
612,4,"""4""","""29""","""2""","""2""",2,"""12""",1,"""9""",2,"""2""",2,1,"""1""",8,8,3,"""3""","""0""","""2""","""2""","""2""","""2""",488.2990826
615,4,"""4""","""1""","""2""","""1""",2,"""12""",2,"""5""",2,"""2""",2,1,"""1""",7,7,3,"""3""","""1""","""1""","""1""","""1""","""2""",488.733945
619,4,"""4""","""11""","""1""","""3""",3,"""1""",2,"""8""",3,"""2""",2,1,"""1""",6,8,3,"""3""","""2""","""2""","""2""","""1""","""1""",489.1688073
626,4,"""4""","""16""","""2""","""1""",2,"""4""",2,"""9""",2,"""2""",2,1,"""1""",6,6,3,"""3""","""1""","""1""","""4""","""1""","""2""",489.6036697
627,4,"""4""","""11""","""1""","""3""",2,"""9""",2,"""3""",2,"""1""",2,1,"""1""",4,3,3,"""3""","""1""","""1""","""4""","""1""","""3""",490.0385321
630,4,"""4""","""29""","""1""","""2""",2,"""5""",1,"""6""",2,"""2""",2,1,"""1""",5,5,3,"""3""","""0""","""1""","""4""","""2""","""1""",490.4733945
631,4,"""4""","""11""","""1""","""3""",2,"""4""",1,"""5""",2,"""2""",2,1,"""1""",6,6,3,"""3""","""0""","""2""","""1""","""3""","""1""",490.9082569
632,2,"""2""","""16""","""1""","""1""",2,"""4""",2,"""5""",2,"""1""",2,1,"""1""",6,8,3,"""3""","""1""","""1""","""3""","""1""","""5""",491.3431193
635,4,"""4""","""20""","""1""","""1""",2,"""1""",2,"""5""",2,"""1""",2,1,"""1""",7,7,3,"""3""","""1""","""2""","""3""","""1""","""4""",491.7779817
