SRCID,Q1,Q1_Ordinal,Q2,DUM1,DUM2,Q5Average,Q6,Q7Average,Q8,Q9Average,Q10,Q11Average,Q12,Q12_Ordinal,Q18,Q20,Q22,Q22_Ordinal,Q24,p_gender_sdc,p_age_group_sdc,p_education_sdc,p_state_sdc,Random
928,4,"""4""","""11""","""1""","""2""",2,"""4""",1,"""8""",2,"""1""",2,2,"""2""",7,9,3,"""3""","""0""","""2""","""1""","""3""","""1""",737.9100917
929,4,"""4""","""11""","""1""","""1""",2,"""9""",1,"""5""",2,"""1""",2,2,"""2""",4,3,3,"""3""","""1""","""1""","""4""","""1""","""8""",738.3449541
934,2,"""2""","""-99""","""1""","""2""",2,"""1""",1,"""5""",2,"""1""",2,2,"""2""",6,8,3,"""3""","""1""","""1""","""4""","""1""","""3""",738.7798165
939,1,"""1""","""20""","""1""","""2""",2,"""10""",2,"""3""",2,"""1""",2,2,"""2""",6,9,3,"""3""","""1""","""2""","""3""","""1""","""5""",739.2146789
953,2,"""2""","""37""","""1""","""1""",2,"""2""",1,"""3""",2,"""1""",2,2,"""2""",7,9,3,"""3""","""1""","""2""","""3""","""1""","""5""",739.6495413
958,4,"""4""","""13""","""2""","""2""",2,"""6""",1,"""2""",2,"""1""",2,2,"""2""",3,10,3,"""3""","""2""","""1""","""4""","""1""","""2""",740.0844037
963,4,"""4""","""1""","""1""","""1""",2,"""12""",1,"""3""",2,"""1""",2,2,"""2""",7,5,3,"""3""","""0""","""2""","""3""","""2""","""3""",740.5192661
965,4,"""4""","""16""","""2""","""2""",3,"""1""",1,"""2""",3,"""2""",2,2,"""2""",4,8,3,"""3""","""1""","""2""","""2""","""1""","""3""",740.9541284
970,2,"""2""","""1""","""2""","""2""",2,"""4""",2,"""9""",2,"""1""",1,2,"""2""",5,6,3,"""3""","""2""","""1""","""2""","""1""","""1""",741.3889908
977,4,"""4""","""96""","""1""","""2""",2,"""12""",1,"""5""",2,"""1""",2,2,"""2""",7,10,3,"""3""","""1""","""1""","""2""","""1""","""8""",741.8238532
979,2,"""2""","""16""","""1""","""2""",3,"""9""",2,"""5""",3,"""2""",2,2,"""2""",6,7,3,"""3""","""1""","""1""","""4""","""1""","""2""",742.2587156
986,4,"""4""","""11""","""1""","""2""",1,"""4""",1,"""1""",1,"""1""",2,2,"""2""",7,7,3,"""3""","""1""","""1""","""4""","""1""","""4""",742.693578
994,1,"""1""","""96""","""1""","""1""",2,"""1""",2,"""2""",2,"""1""",2,2,"""2""",10,10,3,"""3""","""2""","""2""","""2""","""1""","""2""",743.1284404
1000,2,"""2""","""1""","""1""","""2""",3,"""6""",1,"""5""",3,"""1""",2,2,"""2""",3,6,3,"""3""","""1""","""1""","""2""","""1""","""1""",743.5633028
1002,4,"""4""","""19""","""1""","""1""",2,"""4""",1,"""1""",2,"""1""",2,2,"""2""",7,8,3,"""3""","""1""","""1""","""3""","""1""","""1""",743.9981651
1005,2,"""2""","""36""","""2""","""1""",3,"""4""",1,"""5""",3,"""1""",1,2,"""2""",5,5,3,"""3""","""0""","""2""","""2""","""3""","""2""",744.4330275
1007,4,"""4""","""11""","""1""","""2""",2,"""6""",1,"""2""",2,"""2""",2,2,"""2""",8,8,3,"""3""","""1""","""1""","""4""","""1""","""4""",744.8678899
1011,2,"""2""","""8""","""1""","""3""",2,"""4""",1,"""9""",2,"""2""",2,2,"""2""",7,3,3,"""3""","""0""","""2""","""2""","""3""","""4""",745.3027523
1017,2,"""2""","""16""","""1""","""2""",2,"""4""",2,"""5""",2,"""1""",2,2,"""2""",3,7,3,"""3""","""2""","""1""","""4""","""1""","""5""",745.7376147
1019,2,"""2""","""-98""","""1""","""2""",2,"""10""",1,"""9""",2,"""1""",2,2,"""2""",6,6,3,"""3""","""0""","""2""","""2""","""1""","""6""",746.1724771
1027,2,"""2""","""19""","""1""","""1""",2,"""4""",1,"""2""",2,"""1""",2,2,"""2""",5,5,3,"""3""","""1""","""2""","""4""","""1""","""1""",746.6073394
1033,2,"""2""","""11""","""2""","""1""",2,"""6""",2,"""1""",2,"""2""",2,2,"""2""",6,7,3,"""3""","""1""","""1""","""4""","""1""","""5""",747.0422018
1038,2,"""2""","""1""","""2""","""2""",2,"""4""",2,"""9""",2,"""1""",2,2,"""2""",7,8,3,"""3""","""2""","""1""","""2""","""1""","""4""",747.4770642
1040,2,"""2""","""18""","""1""","""1""",2,"""1""",2,"""8""",2,"""1""",2,2,"""2""",6,10,3,"""3""","""1""","""1""","""4""","""1""","""1""",747.9119266
1044,4,"""4""","""11""","""1""","""1""",2,"""1""",2,"""5""",2,"""1""",2,2,"""2""",7,10,3,"""3""","""1""","""2""","""3""","""1""","""3""",748.346789
1045,4,"""4""","""16""","""1""","""2""",2,"""1""",2,"""5""",2,"""1""",1,2,"""2""",5,8,3,"""3""","""1""","""1""","""2""","""1""","""8""",748.7816514
1046,2,"""2""","""11""","""2""","""2""",2,"""4""",1,"""2""",2,"""2""",2,2,"""2""",2,7,3,"""3""","""1""","""2""","""4""","""1""","""5""",749.2165138
1048,2,"""2""","""1""","""2""","""3""",2,"""6""",1,"""5""",2,"""2""",2,2,"""2""",2,9,3,"""3""","""2""","""2""","""2""","""1""","""2""",749.6513761
1057,2,"""2""","""1""","""2""","""3""",2,"""1""",2,"""5""",2,"""1""",2,2,"""2""",8,8,3,"""3""","""1""","""1""","""3""","""1""","""1""",750.0862385
1070,2,"""2""","""11""","""1""","""2""",2,"""1""",1,"""5""",2,"""1""",2,2,"""2""",4,5,3,"""3""","""1""","""2""","""3""","""1""","""1""",750.5211009
1078,2,"""2""","""11""","""1""","""2""",3,"""4""",1,"""2""",3,"""2""",1,2,"""2""",7,7,3,"""3""","""1""","""2""","""2""","""1""","""3""",750.9559633
1079,2,"""2""","""11""","""1""","""1""",3,"""9""",2,"""5""",3,"""2""",2,2,"""2""",6,5,3,"""3""","""2""","""2""","""2""","""1""","""1""",751.3908257
1081,1,"""1""","""20""","""1""","""1""",2,"""10""",2,"""2""",2,"""1""",2,2,"""2""",7,7,3,"""3""","""1""","""1""","""4""","""1""","""3""",751.8256881
1085,2,"""2""","""16""","""2""","""1""",3,"""1""",2,"""5""",3,"""1""",2,2,"""2""",6,8,3,"""3""","""1""","""1""","""4""","""1""","""1""",752.2605505
1086,2,"""2""","""11""","""1""","""2""",2,"""4""",2,"""2""",2,"""1""",2,2,"""2""",6,4,3,"""3""","""1""","""2""","""1""","""1""","""2""",752.6954128
1087,4,"""4""","""16""","""1""","""2""",2,"""4""",1,"""9""",2,"""1""",2,2,"""2""",7,7,3,"""3""","""1""","""1""","""4""","""1""","""2""",753.1302752
1093,4,"""4""","""11""","""2""","""2""",2,"""12""",2,"""5""",2,"""1""",2,2,"""2""",4,7,3,"""3""","""1""","""1""","""4""","""1""","""1""",753.5651376
1097,2,"""2""","""19""","""1""","""1""",2,"""6""",1,"""5""",2,"""2""",2,2,"""2""",6,8,3,"""3""","""1""","""2""","""4""","""1""","""1""",754
1098,1,"""1""","""20""","""1""","""1""",2,"""1""",1,"""2""",2,"""1""",2,2,"""2""",4,8,3,"""3""","""1""","""1""","""3""","""1""","""2""",754.4348624
1102,2,"""2""","""20""","""1""","""2""",2,"""10""",2,"""9""",2,"""1""",2,2,"""2""",5,10,3,"""3""","""1""","""1""","""3""","""1""","""2""",754.8697248
1103,4,"""4""","""7""","""2""","""2""",3,"""6""",1,"""2""",3,"""2""",2,2,"""2""",7,7,3,"""3""","""1""","""2""","""2""","""1""","""2""",755.3045872
1105,5,"""5""","""32""","""2""","""2""",2,"""4""",2,"""4""",2,"""1""",2,2,"""2""",6,3,3,"""3""","""1""","""1""","""4""","""1""","""3""",755.7394495
1106,2,"""2""","""11""","""1""","""1""",2,"""4""",1,"""2""",2,"""1""",1,2,"""2""",5,5,3,"""3""","""0""","""1""","""4""","""2""","""7""",756.1743119
1107,2,"""2""","""16""","""1""","""1""",2,"""4""",1,"""9""",2,"""2""",2,2,"""2""",7,7,3,"""3""","""1""","""1""","""3""","""1""","""2""",756.6091743
1108,1,"""1""","""36""","""2""","""2""",2,"""12""",1,"""9""",2,"""1""",2,2,"""2""",8,8,3,"""3""","""1""","""1""","""4""","""1""","""1""",757.0440367
1110,2,"""2""","""1""","""1""","""1""",2,"""1""",1,"""8""",2,"""1""",1,2,"""2""",7,7,3,"""3""","""0""","""1""","""3""","""3""","""1""",757.4788991
1117,4,"""4""","""16""","""1""","""3""",2,"""4""",1,"""9""",2,"""2""",2,2,"""2""",7,8,3,"""3""","""0""","""1""","""2""","""2""","""1""",757.9137615
1121,4,"""4""","""11""","""1""","""2""",2,"""1""",2,"""5""",2,"""1""",2,2,"""2""",7,8,3,"""3""","""1""","""2""","""4""","""1""","""2""",758.3486239
1126,2,"""2""","""1""","""1""","""1""",3,"""1""",1,"""5""",3,"""2""",2,2,"""2""",8,7,3,"""3""","""1""","""1""","""4""","""1""","""1""",758.7834862
1132,2,"""2""","""11""","""1""","""2""",2,"""4""",1,"""9""",2,"""1""",2,2,"""2""",7,10,3,"""3""","""1""","""2""","""3""","""1""","""2""",759.2183486
1138,2,"""2""","""96""","""1""","""3""",2,"""4""",1,"""9""",2,"""1""",2,2,"""2""",6,7,3,"""3""","""1""","""2""","""4""","""1""","""3""",759.653211
1143,1,"""1""","""1""","""2""","""1""",2,"""4""",1,"""4""",2,"""1""",2,2,"""2""",7,6,3,"""3""","""1""","""2""","""2""","""1""","""2""",760.0880734
1151,4,"""4""","""11""","""2""","""1""",2,"""9""",2,"""5""",2,"""1""",2,2,"""2""",9,9,3,"""3""","""0""","""1""","""1""","""3""","""3""",760.5229358
1153,4,"""4""","""16""","""1""","""1""",2,"""6""",1,"""5""",2,"""1""",1,2,"""2""",2,9,3,"""3""","""1""","""1""","""4""","""1""","""2""",760.9577982
1159,2,"""2""","""19""","""1""","""3""",2,"""4""",1,"""5""",2,"""1""",1,2,"""2""",7,7,3,"""3""","""0""","""1""","""4""","""2""","""4""",761.3926606
1167,2,"""2""","""11""","""1""","""1""",2,"""9""",2,"""5""",2,"""1""",2,2,"""2""",8,8,3,"""3""","""0""","""1""","""4""","""2""","""2""",761.8275229
1170,4,"""4""","""4""","""1""","""1""",2,"""4""",1,"""5""",2,"""1""",2,2,"""2""",5,5,3,"""3""","""0""","""1""","""2""","""2""","""1""",762.2623853
1172,2,"""2""","""29""","""2""","""2""",2,"""4""",1,"""2""",2,"""1""",2,2,"""2""",7,8,3,"""3""","""1""","""1""","""3""","""1""","""2""",762.6972477
1174,2,"""2""","""4""","""1""","""1""",2,"""4""",2,"""8""",2,"""1""",2,2,"""2""",6,8,3,"""3""","""1""","""2""","""2""","""1""","""2""",763.1321101
1176,4,"""4""","""11""","""1""","""1""",2,"""12""",1,"""5""",2,"""1""",1,2,"""2""",6,7,3,"""3""","""1""","""2""","""4""","""1""","""2""",763.5669725
1193,4,"""4""","""11""","""1""","""1""",3,"""9""",2,"""5""",3,"""1""",2,2,"""2""",5,4,3,"""3""","""1""","""1""","""4""","""1""","""8""",764.0018349
1203,2,"""2""","""35""","""1""","""3""",2,"""4""",2,"""9""",2,"""2""",3,2,"""2""",8,5,3,"""3""","""0""","""1""","""4""","""2""","""1""",764.4366972
1204,2,"""2""","""6""","""2""","""1""",2,"""4""",1,"""9""",2,"""2""",2,2,"""2""",6,7,3,"""3""","""1""","""2""","""2""","""1""","""8""",764.8715596
1206,4,"""4""","""16""","""1""","""1""",2,"""6""",1,"""5""",2,"""2""",1,2,"""2""",2,4,3,"""3""","""1""","""2""","""4""","""1""","""3""",765.306422
1217,2,"""2""","""-98""","""1""","""3""",2,"""3""",2,"""2""",2,"""2""",1,2,"""2""",8,5,3,"""3""","""0""","""1""","""2""","""2""","""2""",765.7412844
1236,2,"""2""","""1""","""1""","""3""",2,"""4""",1,"""5""",2,"""1""",2,2,"""2""",6,6,3,"""3""","""2""","""1""","""3""","""1""","""2""",766.1761468
1240,2,"""2""","""11""","""2""","""2""",2,"""2""",2,"""9""",2,"""1""",2,2,"""2""",7,8,3,"""3""","""1""","""1""","""1""","""1""","""1""",766.6110092
1247,4,"""4""","""11""","""1""","""2""",2,"""6""",1,"""8""",2,"""1""",2,2,"""2""",6,7,3,"""3""","""1""","""1""","""3""","""1""","""1""",767.0458716
1263,2,"""2""","""35""","""1""","""1""",2,"""9""",2,"""5""",2,"""2""",2,2,"""2""",7,7,3,"""3""","""1""","""1""","""3""","""1""","""3""",767.4807339
1266,2,"""2""","""4""","""1""","""2""",2,"""3""",1,"""5""",2,"""1""",2,2,"""2""",7,9,3,"""3""","""1""","""1""","""4""","""1""","""6""",
1267,1,"""1""","""1""","""2""","""3""",2,"""1""",1,"""9""",2,"""2""",2,2,"""2""",7,8,3,"""3""","""2""","""2""","""3""","""1""","""4""",
1270,2,"""2""","""19""","""1""","""1""",2,"""1""",2,"""5""",2,"""2""",2,2,"""2""",7,8,3,"""3""","""1""","""1""","""3""","""1""","""1""",1
1273,4,"""4""","""16""","""1""","""1""",3,"""1""",2,"""5""",3,"""2""",1,2,"""2""",7,7,3,"""3""","""1""","""1""","""3""","""1""","""1""",
1276,2,"""2""","""6""","""2""","""3""",3,"""4""",2,"""2""",3,"""1""",2,2,"""2""",3,7,3,"""3""","""0""","""1""","""1""","""3""","""4""",
1279,4,"""4""","""26""","""1""","""1""",2,"""4""",1,"""1""",2,"""1""",1,2,"""2""",7,7,3,"""3""","""1""","""1""","""2""","""1""","""1""",
1283,2,"""2""","""16""","""1""","""1""",3,"""4""",1,"""6""",3,"""2""",2,2,"""2""",6,7,3,"""3""","""0""","""2""","""2""","""2""","""2""",1
1287,2,"""2""","""36""","""1""","""1""",2,"""10""",1,"""1""",2,"""2""",1,2,"""2""",6,8,3,"""3""","""1""","""1""","""3""","""1""","""3""",
1292,2,"""2""","""13""","""1""","""2""",3,"""6""",2,"""2""",3,"""2""",2,2,"""2""",8,9,3,"""3""","""1""","""2""","""2""","""1""","""2""",
1296,2,"""2""","""1""","""1""","""3""",2,"""4""",2,"""9""",2,"""2""",2,2,"""2""",1,0,3,"""3""","""0""","""1""","""4""","""2""","""1""",
1298,4,"""4""","""14""","""1""","""3""",2,"""9""",1,"""9""",2,"""1""",1,2,"""2""",7,9,3,"""3""","""1""","""2""","""4""","""1""","""3""",
1303,1,"""1""","""1""","""1""","""2""",2,"""1""",1,"""9""",2,"""1""",1,2,"""2""",3,3,3,"""3""","""2""","""2""","""4""","""1""","""3""",3
1313,4,"""4""","""1""","""2""","""1""",2,"""3""",1,"""9""",2,"""1""",2,2,"""2""",7,6,3,"""3""","""1""","""2""","""2""","""1""","""3""",
1315,1,"""1""","""11""","""1""","""3""",3,"""12""",2,"""5""",3,"""1""",1,2,"""2""",7,4,3,"""3""","""1""","""2""","""2""","""1""","""2""",
1322,2,"""2""","""96""","""1""","""2""",2,"""4""",1,"""5""",2,"""1""",2,2,"""2""",6,9,3,"""3""","""1""","""2""","""2""","""1""","""1""",
1323,4,"""4""","""16""","""1""","""1""",2,"""9""",1,"""5""",2,"""2""",2,2,"""2""",5,8,3,"""3""","""1""","""2""","""3""","""1""","""1""",
1324,4,"""4""","""11""","""1""","""2""",2,"""1""",2,"""5""",2,"""1""",2,2,"""2""",6,7,3,"""3""","""1""","""1""","""3""","""1""","""8""",
1326,5,"""5""","""2""","""1""","""1""",2,"""5""",2,"""2""",2,"""2""",2,2,"""2""",10,7,3,"""3""","""1""","""2""","""2""","""1""","""1""",5
1329,2,"""2""","""1""","""2""","""3""",2,"""6""",1,"""1""",2,"""1""",2,2,"""2""",8,10,3,"""3""","""1""","""2""","""4""","""1""","""5""",
1332,4,"""4""","""13""","""2""","""1""",1,"""3""",1,"""8""",1,"""2""",1,2,"""2""",7,8,3,"""3""","""0""","""2""","""4""","""3""","""5""",
1334,4,"""4""","""19""","""1""","""3""",3,"""1""",1,"""9""",3,"""2""",2,2,"""2""",8,10,3,"""3""","""1""","""1""","""3""","""1""","""5""",
1335,4,"""4""","""29""","""2""","""3""",2,"""1""",2,"""2""",2,"""2""",2,2,"""2""",5,7,3,"""3""","""1""","""2""","""4""","""1""","""2""",
1336,2,"""2""","""2""","""1""","""3""",2,"""4""",1,"""9""",2,"""1""",2,2,"""2""",4,9,3,"""3""","""0""","""1""","""4""","""2""","""5""",6
1340,1,"""1""","""11""","""1""","""2""",2,"""12""",1,"""5""",2,"""2""",2,2,"""2""",7,6,3,"""3""","""1""","""2""","""4""","""1""","""1""",6.359877489
1341,2,"""2""","""96""","""1""","""1""",1,"""6""",1,"""5""",1,"""1""",1,2,"""2""",7,0,3,"""3""","""1""","""1""","""2""","""1""","""1""",6.637059724
1344,4,"""4""","""19""","""2""","""1""",2,"""4""",1,"""1""",2,"""1""",2,2,"""2""",5,7,3,"""3""","""1""","""2""","""2""","""1""","""5""",6.91424196
1351,4,"""4""","""16""","""1""","""1""",3,"""4""",2,"""9""",3,"""2""",2,2,"""2""",4,8,3,"""3""","""1""","""1""","""2""","""1""","""2""",7.191424196
1354,1,"""1""","""11""","""1""","""1""",1,"""4""",1,"""2""",1,"""1""",2,2,"""2""",5,5,3,"""3""","""2""","""2""","""4""","""1""","""5""",7.468606432
1357,1,"""1""","""30""","""2""","""1""",2,"""10""",1,"""9""",2,"""1""",1,2,"""2""",7,8,3,"""3""","""1""","""2""","""4""","""1""","""3""",7.745788668
1362,2,"""2""","""11""","""1""","""1""",1,"""9""",1,"""5""",1,"""1""",2,2,"""2""",6,3,3,"""3""","""1""","""2""","""2""","""1""","""2""",8.022970904
1365,2,"""2""","""11""","""1""","""1""",2,"""2""",2,"""3""",2,"""1""",2,2,"""2""",4,7,3,"""3""","""0""","""2""","""4""","""2""","""1""",8.300153139
1368,4,"""4""","""1""","""1""","""3""",2,"""10""",1,"""5""",2,"""1""",1,2,"""2""",4,10,3,"""3""","""2""","""1""","""2""","""1""","""5""",8.577335375
1369,2,"""2""","""1""","""1""","""3""",2,"""1""",2,"""5""",2,"""1""",2,2,"""2""",7,7,3,"""3""","""0""","""1""","""4""","""2""","""4""",8.854517611
1370,4,"""4""","""35""","""1""","""1""",2,"""4""",1,"""3""",2,"""1""",1,2,"""2""",8,8,3,"""3""","""0""","""2""","""3""","""2""","""1""",9.131699847
1373,2,"""2""","""32""","""1""","""1""",2,"""4""",1,"""2""",2,"""2""",2,2,"""2""",2,8,3,"""3""","""1""","""2""","""4""","""1""","""3""",9.408882083
1374,2,"""2""","""11""","""1""","""1""",3,"""9""",2,"""3""",3,"""2""",1,2,"""2""",8,8,3,"""3""","""1""","""1""","""4""","""1""","""7""",9.686064319
1375,4,"""4""","""11""","""1""","""1""",2,"""1""",1,"""5""",2,"""1""",2,2,"""2""",5,8,3,"""3""","""1""","""1""","""2""","""1""","""1""",9.963246554
1380,4,"""4""","""16""","""1""","""1""",2,"""12""",2,"""5""",2,"""1""",2,2,"""2""",5,5,3,"""3""","""1""","""1""","""3""","""1""","""1""",10.24042879
1382,2,"""2""","""1""","""1""","""1""",2,"""4""",2,"""8""",2,"""1""",2,2,"""2""",6,6,3,"""3""","""2""","""1""","""2""","""1""","""2""",10.51761103
1383,2,"""2""","""20""","""1""","""1""",2,"""4""",1,"""2""",2,"""1""",2,2,"""2""",5,7,3,"""3""","""1""","""1""","""4""","""1""","""1""",10.79479326
1388,2,"""2""","""-98""","""2""","""3""",2,"""12""",1,"""5""",2,"""2""",2,2,"""2""",5,5,3,"""3""","""1""","""2""","""1""","""1""","""5""",11.0719755
1389,2,"""2""","""35""","""2""","""3""",2,"""1""",1,"""5""",2,"""2""",3,2,"""2""",3,7,3,"""3""","""0""","""2""","""3""","""2""","""1""",11.34915773
1390,2,"""2""","""11""","""1""","""1""",2,"""1""",1,"""5""",2,"""1""",2,2,"""2""",7,10,3,"""3""","""1""","""1""","""3""","""1""","""1""",11.62633997
1410,2,"""2""","""11""","""1""","""2""",2,"""1""",2,"""2""",2,"""2""",2,2,"""2""",5,8,3,"""3""","""1""","""1""","""2""","""1""","""6""",11.90352221
1420,2,"""2""","""6""","""2""","""2""",3,"""1""",1,"""9""",3,"""2""",2,2,"""2""",7,5,3,"""3""","""1""","""2""","""4""","""1""","""7""",12.18070444
1426,2,"""2""","""1""","""1""","""1""",3,"""6""",2,"""5""",3,"""2""",2,2,"""2""",7,9,3,"""3""","""1""","""2""","""4""","""1""","""3""",12.45788668
1427,1,"""1""","""11""","""1""","""3""",2,"""12""",2,"""5""",2,"""1""",1,2,"""2""",4,8,3,"""3""","""0""","""1""","""3""","""2""","""1""",12.73506891
1430,2,"""2""","""11""","""2""","""1""",2,"""4""",1,"""5""",2,"""2""",2,2,"""2""",6,5,3,"""3""","""1""","""2""","""2""","""1""","""4""",13.01225115
1434,1,"""1""","""35""","""2""","""2""",2,"""4""",1,"""9""",2,"""1""",2,2,"""2""",5,7,3,"""3""","""2""","""2""","""2""","""1""","""3""",13.28943338
1436,1,"""1""","""16""","""1""","""1""",2,"""4""",1,"""9""",2,"""1""",2,2,"""2""",5,5,3,"""3""","""1""","""2""","""4""","""1""","""1""",13.56661562
1437,2,"""2""","""16""","""1""","""1""",2,"""1""",1,"""5""",2,"""2""",2,2,"""2""",5,8,3,"""3""","""2""","""1""","""4""","""1""","""1""",13.84379786
1454,4,"""4""","""26""","""2""","""3""",2,"""9""",2,"""5""",2,"""1""",2,2,"""2""",6,7,3,"""3""","""0""","""1""","""4""","""2""","""3""",14.12098009
1456,2,"""2""","""20""","""2""","""2""",2,"""6""",1,"""1""",2,"""1""",1,2,"""2""",5,5,3,"""3""","""1""","""1""","""3""","""1""","""2""",14.39816233
1468,4,"""4""","""16""","""1""","""2""",2,"""1""",1,"""1""",2,"""1""",1,2,"""2""",7,8,3,"""3""","""0""","""2""","""4""","""3""","""1""",14.67534456
1478,2,"""2""","""11""","""1""","""1""",2,"""12""",2,"""5""",2,"""1""",2,2,"""2""",6,6,3,"""3""","""2""","""1""","""4""","""1""","""1""",14.9525268
1480,2,"""2""","""11""","""1""","""2""",2,"""1""",2,"""8""",2,"""1""",1,2,"""2""",5,8,3,"""3""","""2""","""2""","""2""","""1""","""3""",15.22970904
1481,4,"""4""","""11""","""1""","""1""",2,"""12""",1,"""2""",2,"""2""",2,2,"""2""",6,3,3,"""3""","""1""","""2""","""1""","""1""","""1""",15.50689127
1484,2,"""2""","""1""","""1""","""1""",2,"""4""",1,"""4""",2,"""2""",2,2,"""2""",10,4,3,"""3""","""1""","""1""","""2""","""1""","""3""",15.78407351
1489,1,"""1""","""14""","""1""","""2""",2,"""4""",1,"""2""",2,"""1""",2,2,"""2""",2,5,3,"""3""","""1""","""2""","""3""","""1""","""2""",16.06125574
1490,2,"""2""","""5""","""2""","""1""",2,"""4""",1,"""9""",2,"""1""",2,2,"""2""",7,9,3,"""3""","""1""","""2""","""3""","""1""","""3""",16.33843798
1495,2,"""2""","""96""","""1""","""1""",1,"""3""",2,"""2""",1,"""1""",2,2,"""2""",9,10,3,"""3""","""1""","""1""","""3""","""1""","""3""",16.61562021
1497,4,"""4""","""4""","""2""","""1""",2,"""11""",2,"""5""",2,"""1""",3,2,"""2""",4,4,3,"""3""","""2""","""1""","""2""","""1""","""3""",16.89280245
1498,2,"""2""","""20""","""1""","""2""",3,"""1""",2,"""9""",3,"""1""",2,2,"""2""",6,6,3,"""3""","""0""","""2""","""2""","""3""","""4""",17.16998469
1505,2,"""2""","""11""","""1""","""1""",2,"""1""",1,"""2""",2,"""1""",2,2,"""2""",6,7,3,"""3""","""1""","""2""","""1""","""1""","""2""",17.44716692
1507,2,"""2""","""1""","""2""","""2""",2,"""1""",1,"""2""",2,"""1""",2,2,"""2""",2,7,3,"""3""","""0""","""1""","""1""","""3""","""2""",17.72434916
1508,2,"""2""","""30""","""2""","""3""",2,"""4""",2,"""9""",2,"""2""",3,2,"""2""",3,10,3,"""3""","""1""","""1""","""3""","""1""","""3""",18.00153139
1509,4,"""4""","""16""","""1""","""1""",2,"""12""",2,"""8""",2,"""2""",2,2,"""2""",8,7,3,"""3""","""1""","""1""","""1""","""1""","""1""",18.27871363
1511,4,"""4""","""11""","""1""","""1""",2,"""10""",1,"""8""",2,"""1""",3,2,"""2""",7,7,3,"""3""","""1""","""2""","""2""","""1""","""5""",18.55589587
1514,4,"""4""","""1""","""1""","""1""",2,"""1""",2,"""8""",2,"""1""",2,2,"""2""",6,7,3,"""3""","""1""","""1""","""2""","""1""","""5""",18.8330781
1528,4,"""4""","""20""","""1""","""1""",3,"""9""",2,"""5""",3,"""2""",2,2,"""2""",4,7,3,"""3""","""1""","""2""","""4""","""1""","""2""",19.11026034
1529,4,"""4""","""96""","""1""","""1""",2,"""4""",1,"""9""",2,"""2""",2,2,"""2""",5,7,3,"""3""","""1""","""1""","""1""","""1""","""3""",19.38744257
1530,2,"""2""","""-99""","""1""","""2""",3,"""6""",1,"""8""",3,"""1""",2,2,"""2""",7,6,3,"""3""","""0""","""2""","""2""","""2""","""2""",19.66462481
1540,2,"""2""","""-98""","""1""","""1""",2,"""2""",1,"""7""",2,"""2""",3,2,"""2""",5,6,3,"""3""","""0""","""2""","""4""","""1""","""7""",19.94180704
1541,2,"""2""","""16""","""1""","""1""",2,"""1""",1,"""8""",2,"""2""",1,2,"""2""",7,7,3,"""3""","""1""","""2""","""4""","""1""","""3""",20.21898928
1543,1,"""1""","""17""","""1""","""3""",2,"""1""",2,"""8""",2,"""1""",2,2,"""2""",4,3,3,"""3""","""0""","""1""","""3""","""2""","""2""",20.49617152
1546,2,"""2""","""11""","""2""","""2""",2,"""4""",1,"""9""",2,"""1""",1,2,"""2""",8,7,3,"""3""","""0""","""2""","""2""","""2""","""1""",20.77335375
1547,4,"""4""","""2""","""2""","""2""",2,"""12""",1,"""8""",2,"""2""",2,2,"""2""",7,7,3,"""3""","""1""","""1""","""4""","""1""","""3""",21.05053599
1551,2,"""2""","""-98""","""1""","""1""",2,"""4""",2,"""5""",2,"""2""",2,2,"""2""",6,5,3,"""3""","""2""","""2""","""2""","""1""","""2""",21.32771822
1561,2,"""2""","""1""","""1""","""1""",2,"""1""",1,"""1""",2,"""2""",2,2,"""2""",7,7,3,"""3""","""0""","""2""","""3""","""1""","""3""",21.60490046
1567,3,"""3""","""6""","""1""","""1""",2,"""1""",2,"""5""",2,"""1""",1,2,"""2""",3,8,3,"""3""","""2""","""2""","""2""","""1""","""1""",21.8820827
1569,4,"""4""","""29""","""2""","""3""",3,"""12""",1,"""5""",3,"""1""",2,2,"""2""",4,6,3,"""3""","""1""","""2""","""3""","""1""","""3""",22.15926493
