SRCID,Q1,Q1_Ordinal,Q2,DUM1,DUM2,Q5Average,Q6,Q7Average,Q8,Q9Average,Q10,Q11Average,Q12,Q12_Ordinal,Q18,Q20,Q22,Q22_Ordinal,Q24,p_gender_sdc,p_age_group_sdc,p_education_sdc,p_state_sdc
1263,2,"""2""","""35""","""1""","""1""",2,"""9""",2,"""5""",2,"""2""",2,2,"""2""",7,7,3,"""3""","""1""","""1""","""3""","""1""","""3"""
1266,2,"""2""","""4""","""1""","""2""",2,"""3""",1,"""5""",2,"""1""",2,2,"""2""",7,9,3,"""3""","""1""","""1""","""4""","""1""","""6"""
1267,1,"""1""","""1""","""2""","""3""",2,"""1""",1,"""9""",2,"""2""",2,2,"""2""",7,8,3,"""3""","""2""","""2""","""3""","""1""","""4"""
1270,2,"""2""","""19""","""1""","""1""",2,"""1""",2,"""5""",2,"""2""",2,2,"""2""",7,8,3,"""3""","""1""","""1""","""3""","""1""","""1"""
1273,4,"""4""","""16""","""1""","""1""",3,"""1""",2,"""5""",3,"""2""",1,2,"""2""",7,7,3,"""3""","""1""","""1""","""3""","""1""","""1"""
1276,2,"""2""","""6""","""2""","""3""",3,"""4""",2,"""2""",3,"""1""",2,2,"""2""",3,7,3,"""3""","""0""","""1""","""1""","""3""","""4"""
1279,4,"""4""","""26""","""1""","""1""",2,"""4""",1,"""1""",2,"""1""",1,2,"""2""",7,7,3,"""3""","""1""","""1""","""2""","""1""","""1"""
1283,2,"""2""","""16""","""1""","""1""",3,"""4""",1,"""6""",3,"""2""",2,2,"""2""",6,7,3,"""3""","""0""","""2""","""2""","""2""","""2"""
1287,2,"""2""","""36""","""1""","""1""",2,"""10""",1,"""1""",2,"""2""",1,2,"""2""",6,8,3,"""3""","""1""","""1""","""3""","""1""","""3"""
1292,2,"""2""","""13""","""1""","""2""",3,"""6""",2,"""2""",3,"""2""",2,2,"""2""",8,9,3,"""3""","""1""","""2""","""2""","""1""","""2"""
1296,2,"""2""","""1""","""1""","""3""",2,"""4""",2,"""9""",2,"""2""",2,2,"""2""",1,0,3,"""3""","""0""","""1""","""4""","""2""","""1"""
1298,4,"""4""","""14""","""1""","""3""",2,"""9""",1,"""9""",2,"""1""",1,2,"""2""",7,9,3,"""3""","""1""","""2""","""4""","""1""","""3"""
1303,1,"""1""","""1""","""1""","""2""",2,"""1""",1,"""9""",2,"""1""",1,2,"""2""",3,3,3,"""3""","""2""","""2""","""4""","""1""","""3"""
1313,4,"""4""","""1""","""2""","""1""",2,"""3""",1,"""9""",2,"""1""",2,2,"""2""",7,6,3,"""3""","""1""","""2""","""2""","""1""","""3"""
1315,1,"""1""","""11""","""1""","""3""",3,"""12""",2,"""5""",3,"""1""",1,2,"""2""",7,4,3,"""3""","""1""","""2""","""2""","""1""","""2"""
1322,2,"""2""","""96""","""1""","""2""",2,"""4""",1,"""5""",2,"""1""",2,2,"""2""",6,9,3,"""3""","""1""","""2""","""2""","""1""","""1"""
1323,4,"""4""","""16""","""1""","""1""",2,"""9""",1,"""5""",2,"""2""",2,2,"""2""",5,8,3,"""3""","""1""","""2""","""3""","""1""","""1"""
1324,4,"""4""","""11""","""1""","""2""",2,"""1""",2,"""5""",2,"""1""",2,2,"""2""",6,7,3,"""3""","""1""","""1""","""3""","""1""","""8"""
1326,5,"""5""","""2""","""1""","""1""",2,"""5""",2,"""2""",2,"""2""",2,2,"""2""",10,7,3,"""3""","""1""","""2""","""2""","""1""","""1"""
1329,2,"""2""","""1""","""2""","""3""",2,"""6""",1,"""1""",2,"""1""",2,2,"""2""",8,10,3,"""3""","""1""","""2""","""4""","""1""","""5"""
1332,4,"""4""","""13""","""2""","""1""",1,"""3""",1,"""8""",1,"""2""",1,2,"""2""",7,8,3,"""3""","""0""","""2""","""4""","""3""","""5"""
1334,4,"""4""","""19""","""1""","""3""",3,"""1""",1,"""9""",3,"""2""",2,2,"""2""",8,10,3,"""3""","""1""","""1""","""3""","""1""","""5"""
1335,4,"""4""","""29""","""2""","""3""",2,"""1""",2,"""2""",2,"""2""",2,2,"""2""",5,7,3,"""3""","""1""","""2""","""4""","""1""","""2"""
1336,2,"""2""","""2""","""1""","""3""",2,"""4""",1,"""9""",2,"""1""",2,2,"""2""",4,9,3,"""3""","""0""","""1""","""4""","""2""","""5"""
1340,1,"""1""","""11""","""1""","""2""",2,"""12""",1,"""5""",2,"""2""",2,2,"""2""",7,6,3,"""3""","""1""","""2""","""4""","""1""","""1"""
1341,2,"""2""","""96""","""1""","""1""",1,"""6""",1,"""5""",1,"""1""",1,2,"""2""",7,0,3,"""3""","""1""","""1""","""2""","""1""","""1"""
1344,4,"""4""","""19""","""2""","""1""",2,"""4""",1,"""1""",2,"""1""",2,2,"""2""",5,7,3,"""3""","""1""","""2""","""2""","""1""","""5"""
1351,4,"""4""","""16""","""1""","""1""",3,"""4""",2,"""9""",3,"""2""",2,2,"""2""",4,8,3,"""3""","""1""","""1""","""2""","""1""","""2"""
1354,1,"""1""","""11""","""1""","""1""",1,"""4""",1,"""2""",1,"""1""",2,2,"""2""",5,5,3,"""3""","""2""","""2""","""4""","""1""","""5"""
1357,1,"""1""","""30""","""2""","""1""",2,"""10""",1,"""9""",2,"""1""",1,2,"""2""",7,8,3,"""3""","""1""","""2""","""4""","""1""","""3"""
1362,2,"""2""","""11""","""1""","""1""",1,"""9""",1,"""5""",1,"""1""",2,2,"""2""",6,3,3,"""3""","""1""","""2""","""2""","""1""","""2"""
1365,2,"""2""","""11""","""1""","""1""",2,"""2""",2,"""3""",2,"""1""",2,2,"""2""",4,7,3,"""3""","""0""","""2""","""4""","""2""","""1"""
1368,4,"""4""","""1""","""1""","""3""",2,"""10""",1,"""5""",2,"""1""",1,2,"""2""",4,10,3,"""3""","""2""","""1""","""2""","""1""","""5"""
1369,2,"""2""","""1""","""1""","""3""",2,"""1""",2,"""5""",2,"""1""",2,2,"""2""",7,7,3,"""3""","""0""","""1""","""4""","""2""","""4"""
1370,4,"""4""","""35""","""1""","""1""",2,"""4""",1,"""3""",2,"""1""",1,2,"""2""",8,8,3,"""3""","""0""","""2""","""3""","""2""","""1"""
1373,2,"""2""","""32""","""1""","""1""",2,"""4""",1,"""2""",2,"""2""",2,2,"""2""",2,8,3,"""3""","""1""","""2""","""4""","""1""","""3"""
1374,2,"""2""","""11""","""1""","""1""",3,"""9""",2,"""3""",3,"""2""",1,2,"""2""",8,8,3,"""3""","""1""","""1""","""4""","""1""","""7"""
1375,4,"""4""","""11""","""1""","""1""",2,"""1""",1,"""5""",2,"""1""",2,2,"""2""",5,8,3,"""3""","""1""","""1""","""2""","""1""","""1"""
1380,4,"""4""","""16""","""1""","""1""",2,"""12""",2,"""5""",2,"""1""",2,2,"""2""",5,5,3,"""3""","""1""","""1""","""3""","""1""","""1"""
1382,2,"""2""","""1""","""1""","""1""",2,"""4""",2,"""8""",2,"""1""",2,2,"""2""",6,6,3,"""3""","""2""","""1""","""2""","""1""","""2"""
1383,2,"""2""","""20""","""1""","""1""",2,"""4""",1,"""2""",2,"""1""",2,2,"""2""",5,7,3,"""3""","""1""","""1""","""4""","""1""","""1"""
1388,2,"""2""","""-98""","""2""","""3""",2,"""12""",1,"""5""",2,"""2""",2,2,"""2""",5,5,3,"""3""","""1""","""2""","""1""","""1""","""5"""
1389,2,"""2""","""35""","""2""","""3""",2,"""1""",1,"""5""",2,"""2""",3,2,"""2""",3,7,3,"""3""","""0""","""2""","""3""","""2""","""1"""
1390,2,"""2""","""11""","""1""","""1""",2,"""1""",1,"""5""",2,"""1""",2,2,"""2""",7,10,3,"""3""","""1""","""1""","""3""","""1""","""1"""
1410,2,"""2""","""11""","""1""","""2""",2,"""1""",2,"""2""",2,"""2""",2,2,"""2""",5,8,3,"""3""","""1""","""1""","""2""","""1""","""6"""
1420,2,"""2""","""6""","""2""","""2""",3,"""1""",1,"""9""",3,"""2""",2,2,"""2""",7,5,3,"""3""","""1""","""2""","""4""","""1""","""7"""
1426,2,"""2""","""1""","""1""","""1""",3,"""6""",2,"""5""",3,"""2""",2,2,"""2""",7,9,3,"""3""","""1""","""2""","""4""","""1""","""3"""
1427,1,"""1""","""11""","""1""","""3""",2,"""12""",2,"""5""",2,"""1""",1,2,"""2""",4,8,3,"""3""","""0""","""1""","""3""","""2""","""1"""
1430,2,"""2""","""11""","""2""","""1""",2,"""4""",1,"""5""",2,"""2""",2,2,"""2""",6,5,3,"""3""","""1""","""2""","""2""","""1""","""4"""
1434,1,"""1""","""35""","""2""","""2""",2,"""4""",1,"""9""",2,"""1""",2,2,"""2""",5,7,3,"""3""","""2""","""2""","""2""","""1""","""3"""
1436,1,"""1""","""16""","""1""","""1""",2,"""4""",1,"""9""",2,"""1""",2,2,"""2""",5,5,3,"""3""","""1""","""2""","""4""","""1""","""1"""
1437,2,"""2""","""16""","""1""","""1""",2,"""1""",1,"""5""",2,"""2""",2,2,"""2""",5,8,3,"""3""","""2""","""1""","""4""","""1""","""1"""
1454,4,"""4""","""26""","""2""","""3""",2,"""9""",2,"""5""",2,"""1""",2,2,"""2""",6,7,3,"""3""","""0""","""1""","""4""","""2""","""3"""
1456,2,"""2""","""20""","""2""","""2""",2,"""6""",1,"""1""",2,"""1""",1,2,"""2""",5,5,3,"""3""","""1""","""1""","""3""","""1""","""2"""
1468,4,"""4""","""16""","""1""","""2""",2,"""1""",1,"""1""",2,"""1""",1,2,"""2""",7,8,3,"""3""","""0""","""2""","""4""","""3""","""1"""
1478,2,"""2""","""11""","""1""","""1""",2,"""12""",2,"""5""",2,"""1""",2,2,"""2""",6,6,3,"""3""","""2""","""1""","""4""","""1""","""1"""
1480,2,"""2""","""11""","""1""","""2""",2,"""1""",2,"""8""",2,"""1""",1,2,"""2""",5,8,3,"""3""","""2""","""2""","""2""","""1""","""3"""
1481,4,"""4""","""11""","""1""","""1""",2,"""12""",1,"""2""",2,"""2""",2,2,"""2""",6,3,3,"""3""","""1""","""2""","""1""","""1""","""1"""
1484,2,"""2""","""1""","""1""","""1""",2,"""4""",1,"""4""",2,"""2""",2,2,"""2""",10,4,3,"""3""","""1""","""1""","""2""","""1""","""3"""
1489,1,"""1""","""14""","""1""","""2""",2,"""4""",1,"""2""",2,"""1""",2,2,"""2""",2,5,3,"""3""","""1""","""2""","""3""","""1""","""2"""
1490,2,"""2""","""5""","""2""","""1""",2,"""4""",1,"""9""",2,"""1""",2,2,"""2""",7,9,3,"""3""","""1""","""2""","""3""","""1""","""3"""
1495,2,"""2""","""96""","""1""","""1""",1,"""3""",2,"""2""",1,"""1""",2,2,"""2""",9,10,3,"""3""","""1""","""1""","""3""","""1""","""3"""
1497,4,"""4""","""4""","""2""","""1""",2,"""11""",2,"""5""",2,"""1""",3,2,"""2""",4,4,3,"""3""","""2""","""1""","""2""","""1""","""3"""
1498,2,"""2""","""20""","""1""","""2""",3,"""1""",2,"""9""",3,"""1""",2,2,"""2""",6,6,3,"""3""","""0""","""2""","""2""","""3""","""4"""
1505,2,"""2""","""11""","""1""","""1""",2,"""1""",1,"""2""",2,"""1""",2,2,"""2""",6,7,3,"""3""","""1""","""2""","""1""","""1""","""2"""
1507,2,"""2""","""1""","""2""","""2""",2,"""1""",1,"""2""",2,"""1""",2,2,"""2""",2,7,3,"""3""","""0""","""1""","""1""","""3""","""2"""
1508,2,"""2""","""30""","""2""","""3""",2,"""4""",2,"""9""",2,"""2""",3,2,"""2""",3,10,3,"""3""","""1""","""1""","""3""","""1""","""3"""
1509,4,"""4""","""16""","""1""","""1""",2,"""12""",2,"""8""",2,"""2""",2,2,"""2""",8,7,3,"""3""","""1""","""1""","""1""","""1""","""1"""
1511,4,"""4""","""11""","""1""","""1""",2,"""10""",1,"""8""",2,"""1""",3,2,"""2""",7,7,3,"""3""","""1""","""2""","""2""","""1""","""5"""
1514,4,"""4""","""1""","""1""","""1""",2,"""1""",2,"""8""",2,"""1""",2,2,"""2""",6,7,3,"""3""","""1""","""1""","""2""","""1""","""5"""
1528,4,"""4""","""20""","""1""","""1""",3,"""9""",2,"""5""",3,"""2""",2,2,"""2""",4,7,3,"""3""","""1""","""2""","""4""","""1""","""2"""
1529,4,"""4""","""96""","""1""","""1""",2,"""4""",1,"""9""",2,"""2""",2,2,"""2""",5,7,3,"""3""","""1""","""1""","""1""","""1""","""3"""
1530,2,"""2""","""-99""","""1""","""2""",3,"""6""",1,"""8""",3,"""1""",2,2,"""2""",7,6,3,"""3""","""0""","""2""","""2""","""2""","""2"""
1540,2,"""2""","""-98""","""1""","""1""",2,"""2""",1,"""7""",2,"""2""",3,2,"""2""",5,6,3,"""3""","""0""","""2""","""4""","""1""","""7"""
1541,2,"""2""","""16""","""1""","""1""",2,"""1""",1,"""8""",2,"""2""",1,2,"""2""",7,7,3,"""3""","""1""","""2""","""4""","""1""","""3"""
1543,1,"""1""","""17""","""1""","""3""",2,"""1""",2,"""8""",2,"""1""",2,2,"""2""",4,3,3,"""3""","""0""","""1""","""3""","""2""","""2"""
1546,2,"""2""","""11""","""2""","""2""",2,"""4""",1,"""9""",2,"""1""",1,2,"""2""",8,7,3,"""3""","""0""","""2""","""2""","""2""","""1"""
1547,4,"""4""","""2""","""2""","""2""",2,"""12""",1,"""8""",2,"""2""",2,2,"""2""",7,7,3,"""3""","""1""","""1""","""4""","""1""","""3"""
1551,2,"""2""","""-98""","""1""","""1""",2,"""4""",2,"""5""",2,"""2""",2,2,"""2""",6,5,3,"""3""","""2""","""2""","""2""","""1""","""2"""
1561,2,"""2""","""1""","""1""","""1""",2,"""1""",1,"""1""",2,"""2""",2,2,"""2""",7,7,3,"""3""","""0""","""2""","""3""","""1""","""3"""
1567,3,"""3""","""6""","""1""","""1""",2,"""1""",2,"""5""",2,"""1""",1,2,"""2""",3,8,3,"""3""","""2""","""2""","""2""","""1""","""1"""
1569,4,"""4""","""29""","""2""","""3""",3,"""12""",1,"""5""",3,"""1""",2,2,"""2""",4,6,3,"""3""","""1""","""2""","""3""","""1""","""3"""
1570,4,"""4""","""11""","""1""","""2""",3,"""4""",2,"""2""",3,"""2""",2,2,"""2""",3,5,3,"""3""","""0""","""1""","""1""","""3""","""3"""
1575,4,"""4""","""35""","""2""","""2""",2,"""12""",1,"""8""",2,"""2""",2,2,"""2""",9,10,3,"""3""","""1""","""2""","""4""","""1""","""4"""
1578,1,"""1""","""14""","""2""","""1""",2,"""4""",1,"""2""",2,"""1""",2,2,"""2""",6,8,3,"""3""","""2""","""1""","""2""","""1""","""1"""
1582,2,"""2""","""11""","""2""","""2""",2,"""1""",1,"""5""",2,"""1""",1,2,"""2""",1,10,3,"""3""","""0""","""2""","""4""","""2""","""1"""
1587,5,"""5""","""6""","""2""","""3""",2,"""2""",1,"""9""",2,"""2""",1,2,"""2""",10,7,3,"""3""","""0""","""1""","""3""","""2""","""4"""
1591,2,"""2""","""11""","""1""","""1""",2,"""4""",1,"""9""",2,"""1""",2,2,"""2""",6,6,3,"""3""","""1""","""1""","""1""","""1""","""2"""
1594,2,"""2""","""16""","""1""","""1""",2,"""6""",2,"""1""",2,"""1""",2,2,"""2""",6,8,3,"""3""","""2""","""2""","""2""","""1""","""1"""
1595,2,"""2""","""-98""","""2""","""3""",1,"""4""",1,"""2""",1,"""1""",3,2,"""2""",2,8,3,"""3""","""2""","""2""","""2""","""1""","""5"""
1599,4,"""4""","""1""","""1""","""1""",2,"""4""",1,"""2""",2,"""1""",3,2,"""2""",3,8,3,"""3""","""1""","""2""","""2""","""1""","""4"""
1601,4,"""4""","""16""","""1""","""2""",2,"""3""",2,"""2""",2,"""2""",2,2,"""2""",5,8,3,"""3""","""1""","""2""","""2""","""1""","""1"""
1611,2,"""2""","""11""","""1""","""1""",2,"""9""",2,"""5""",2,"""1""",2,2,"""2""",6,9,3,"""3""","""1""","""2""","""4""","""1""","""1"""
1622,4,"""4""","""32""","""1""","""2""",2,"""4""",1,"""2""",2,"""2""",2,2,"""2""",6,8,3,"""3""","""0""","""2""","""3""","""1""","""2"""
1623,4,"""4""","""96""","""1""","""2""",2,"""12""",2,"""5""",2,"""2""",1,2,"""2""",6,7,3,"""3""","""0""","""1""","""2""","""3""","""3"""
1629,4,"""4""","""36""","""1""","""1""",3,"""4""",2,"""5""",3,"""2""",2,2,"""2""",5,8,3,"""3""","""1""","""2""","""2""","""1""","""5"""
1630,4,"""4""","""11""","""1""","""1""",2,"""4""",1,"""9""",2,"""1""",2,2,"""2""",4,6,3,"""3""","""0""","""2""","""2""","""3""","""2"""
1632,4,"""4""","""29""","""2""","""1""",2,"""1""",2,"""9""",2,"""2""",2,2,"""2""",10,0,3,"""3""","""0""","""1""","""4""","""2""","""4"""
1643,1,"""1""","""1""","""1""","""2""",2,"""1""",1,"""5""",2,"""1""",2,2,"""2""",4,10,3,"""3""","""1""","""2""","""1""","""1""","""2"""
1645,2,"""2""","""16""","""1""","""1""",2,"""3""",1,"""8""",2,"""2""",2,2,"""2""",6,6,3,"""3""","""1""","""1""","""1""","""1""","""1"""
1646,2,"""2""","""16""","""1""","""1""",2,"""4""",1,"""2""",2,"""2""",3,2,"""2""",4,5,3,"""3""","""1""","""2""","""1""","""1""","""3"""
1651,2,"""2""","""16""","""1""","""1""",2,"""1""",1,"""5""",2,"""1""",2,2,"""2""",3,8,3,"""3""","""0""","""2""","""4""","""2""","""1"""
1658,2,"""2""","""35""","""1""","""1""",1,"""1""",2,"""5""",1,"""1""",1,2,"""2""",3,9,3,"""3""","""1""","""1""","""2""","""1""","""1"""
1660,2,"""2""","""1""","""2""","""3""",3,"""4""",2,"""9""",3,"""2""",2,2,"""2""",6,7,3,"""3""","""2""","""1""","""2""","""1""","""2"""
1661,2,"""2""","""11""","""1""","""1""",2,"""12""",2,"""5""",2,"""1""",2,2,"""2""",3,5,3,"""3""","""1""","""2""","""3""","""1""","""1"""
1662,4,"""4""","""33""","""1""","""1""",2,"""1""",1,"""2""",2,"""2""",2,2,"""2""",3,7,3,"""3""","""1""","""1""","""2""","""1""","""5"""
1663,2,"""2""","""-98""","""1""","""1""",2,"""4""",2,"""4""",2,"""1""",2,2,"""2""",5,3,3,"""3""","""2""","""1""","""2""","""1""","""1"""
1665,1,"""1""","""1""","""1""","""3""",2,"""1""",1,"""2""",2,"""1""",2,2,"""2""",7,7,3,"""3""","""1""","""2""","""2""","""1""","""1"""
1668,1,"""1""","""11""","""1""","""1""",2,"""10""",1,"""5""",2,"""2""",1,2,"""2""",3,10,3,"""3""","""0""","""1""","""2""","""3""","""2"""
1672,4,"""4""","""4""","""1""","""3""",2,"""4""",1,"""5""",2,"""1""",2,2,"""2""",7,10,3,"""3""","""0""","""1""","""2""","""3""","""1"""
1673,4,"""4""","""11""","""2""","""3""",2,"""4""",2,"""2""",2,"""1""",2,2,"""2""",1,8,3,"""3""","""1""","""2""","""1""","""1""","""3"""
1677,4,"""4""","""16""","""2""","""1""",2,"""6""",1,"""8""",2,"""1""",1,2,"""2""",2,8,3,"""3""","""1""","""1""","""3""","""1""","""1"""
1678,2,"""2""","""13""","""2""","""3""",2,"""5""",2,"""9""",2,"""1""",2,2,"""2""",7,8,3,"""3""","""1""","""2""","""2""","""1""","""2"""
1680,1,"""1""","""1""","""1""","""1""",2,"""4""",2,"""9""",2,"""1""",2,2,"""2""",6,6,3,"""3""","""1""","""1""","""2""","""1""","""1"""
1681,2,"""2""","""1""","""1""","""1""",2,"""9""",2,"""8""",2,"""1""",2,2,"""2""",8,6,3,"""3""","""1""","""1""","""4""","""1""","""2"""
1682,4,"""4""","""19""","""1""","""1""",2,"""2""",1,"""3""",2,"""1""",2,2,"""2""",6,5,3,"""3""","""1""","""2""","""3""","""1""","""3"""
1683,2,"""2""","""17""","""1""","""2""",1,"""4""",1,"""1""",1,"""1""",1,2,"""2""",8,9,3,"""3""","""2""","""2""","""3""","""1""","""2"""
1684,4,"""4""","""-98""","""1""","""2""",2,"""9""",1,"""5""",2,"""1""",2,2,"""2""",6,3,3,"""3""","""1""","""1""","""2""","""1""","""8"""
1686,2,"""2""","""16""","""1""","""2""",2,"""4""",1,"""5""",2,"""1""",2,2,"""2""",8,7,3,"""3""","""1""","""1""","""2""","""1""","""3"""
1690,2,"""2""","""1""","""2""","""2""",2,"""4""",2,"""5""",2,"""2""",2,2,"""2""",7,7,3,"""3""","""1""","""1""","""2""","""1""","""1"""
1691,2,"""2""","""1""","""1""","""3""",1,"""10""",1,"""3""",1,"""2""",2,2,"""2""",5,8,3,"""3""","""1""","""2""","""4""","""1""","""3"""
1692,1,"""1""","""96""","""2""","""1""",2,"""4""",1,"""3""",2,"""1""",1,2,"""2""",6,8,3,"""3""","""1""","""1""","""3""","""1""","""1"""
1706,4,"""4""","""11""","""1""","""3""",2,"""4""",1,"""2""",2,"""1""",2,2,"""2""",7,9,3,"""3""","""0""","""2""","""2""","""3""","""2"""
1712,1,"""1""","""1""","""2""","""3""",2,"""1""",1,"""5""",2,"""1""",1,2,"""2""",2,2,3,"""3""","""0""","""2""","""2""","""2""","""1"""
1723,4,"""4""","""96""","""2""","""1""",2,"""4""",1,"""5""",2,"""2""",2,2,"""2""",4,8,3,"""3""","""1""","""2""","""2""","""1""","""1"""
1729,2,"""2""","""36""","""1""","""3""",2,"""4""",2,"""9""",2,"""1""",3,2,"""2""",7,7,3,"""3""","""1""","""1""","""1""","""1""","""2"""
1730,4,"""4""","""33""","""1""","""2""",3,"""2""",2,"""2""",3,"""2""",2,2,"""2""",5,7,3,"""3""","""1""","""2""","""3""","""1""","""2"""
1737,2,"""2""","""11""","""1""","""1""",2,"""1""",1,"""9""",2,"""1""",2,2,"""2""",5,6,3,"""3""","""0""","""2""","""2""","""2""","""2"""
1738,2,"""2""","""35""","""1""","""3""",2,"""4""",2,"""1""",2,"""2""",2,2,"""2""",8,8,3,"""3""","""0""","""2""","""1""","""3""","""2"""
1743,4,"""4""","""11""","""1""","""3""",2,"""6""",1,"""3""",2,"""2""",2,2,"""2""",5,5,3,"""3""","""0""","""2""","""3""","""3""","""4"""
1746,2,"""2""","""20""","""2""","""1""",2,"""9""",2,"""5""",2,"""1""",2,2,"""2""",7,8,3,"""3""","""1""","""1""","""3""","""1""","""3"""
1748,2,"""2""","""11""","""1""","""2""",2,"""9""",1,"""5""",2,"""1""",1,2,"""2""",7,10,3,"""3""","""1""","""1""","""4""","""1""","""1"""
1749,2,"""2""","""7""","""1""","""1""",3,"""12""",2,"""1""",3,"""1""",2,2,"""2""",6,6,3,"""3""","""1""","""1""","""2""","""1""","""2"""
1750,2,"""2""","""1""","""1""","""1""",2,"""4""",1,"""4""",2,"""1""",2,2,"""2""",5,7,3,"""3""","""0""","""1""","""4""","""2""","""2"""
1753,2,"""2""","""11""","""2""","""1""",1,"""1""",2,"""8""",1,"""1""",1,2,"""2""",7,9,3,"""3""","""1""","""1""","""3""","""1""","""2"""
1756,4,"""4""","""11""","""2""","""1""",2,"""9""",2,"""5""",2,"""1""",2,2,"""2""",8,8,3,"""3""","""2""","""1""","""2""","""1""","""2"""
1758,2,"""2""","""-98""","""1""","""2""",2,"""4""",2,"""8""",2,"""2""",2,2,"""2""",7,7,3,"""3""","""1""","""2""","""4""","""1""","""4"""
1761,2,"""2""","""19""","""1""","""2""",2,"""12""",2,"""5""",2,"""1""",2,2,"""2""",6,7,3,"""3""","""2""","""2""","""3""","""1""","""5"""
1766,4,"""4""","""1""","""1""","""3""",2,"""6""",2,"""9""",2,"""1""",2,2,"""2""",3,7,3,"""3""","""2""","""1""","""3""","""1""","""1"""
1769,2,"""2""","""11""","""1""","""3""",2,"""4""",1,"""2""",2,"""2""",1,2,"""2""",5,8,3,"""3""","""1""","""1""","""1""","""1""","""3"""
1770,2,"""2""","""18""","""1""","""2""",2,"""4""",1,"""8""",2,"""2""",2,2,"""2""",8,8,3,"""3""","""0""","""1""","""2""","""2""","""2"""
1775,2,"""2""","""96""","""2""","""2""",2,"""3""",2,"""3""",2,"""2""",2,2,"""2""",8,9,3,"""3""","""0""","""1""","""2""","""1""","""6"""
1776,5,"""5""","""96""","""2""","""3""",3,"""1""",2,"""2""",3,"""2""",2,2,"""2""",5,5,3,"""3""","""2""","""2""","""2""","""1""","""1"""
1779,2,"""2""","""1""","""1""","""1""",2,"""3""",1,"""2""",2,"""1""",2,2,"""2""",6,10,3,"""3""","""2""","""1""","""2""","""1""","""1"""
1781,2,"""2""","""16""","""2""","""2""",2,"""12""",1,"""8""",2,"""1""",2,2,"""2""",6,8,3,"""3""","""2""","""1""","""1""","""1""","""2"""
1784,2,"""2""","""6""","""2""","""2""",3,"""4""",1,"""2""",3,"""2""",2,2,"""2""",2,10,3,"""3""","""1""","""2""","""3""","""1""","""4"""
1787,2,"""2""","""5""","""1""","""2""",2,"""4""",1,"""2""",2,"""1""",2,2,"""2""",4,5,3,"""3""","""2""","""2""","""1""","""1""","""2"""
1792,2,"""2""","""96""","""1""","""2""",2,"""4""",1,"""3""",2,"""1""",2,2,"""2""",6,9,3,"""3""","""0""","""2""","""3""","""2""","""2"""
1800,2,"""2""","""6""","""2""","""3""",2,"""6""",1,"""2""",2,"""2""",2,2,"""2""",3,6,3,"""3""","""1""","""2""","""2""","""1""","""4"""
1806,4,"""4""","""11""","""1""","""1""",2,"""9""",2,"""6""",2,"""1""",1,2,"""2""",5,7,3,"""3""","""1""","""2""","""3""","""1""","""1"""
1810,4,"""4""","""1""","""1""","""2""",2,"""4""",2,"""5""",2,"""2""",2,2,"""2""",5,3,3,"""3""","""2""","""1""","""2""","""1""","""3"""
1811,2,"""2""","""1""","""1""","""1""",2,"""4""",2,"""5""",2,"""2""",3,2,"""2""",3,8,3,"""3""","""1""","""2""","""2""","""1""","""5"""
1816,2,"""2""","""16""","""1""","""2""",2,"""6""",2,"""2""",2,"""1""",2,2,"""2""",2,7,3,"""3""","""0""","""1""","""4""","""2""","""1"""
1835,2,"""2""","""1""","""2""","""1""",2,"""4""",1,"""8""",2,"""1""",1,2,"""2""",10,8,3,"""3""","""0""","""1""","""3""","""3""","""5"""
1840,2,"""2""","""11""","""1""","""2""",2,"""3""",1,"""3""",2,"""1""",1,2,"""2""",5,7,3,"""3""","""0""","""1""","""4""","""3""","""1"""
1844,4,"""4""","""16""","""1""","""2""",2,"""1""",2,"""8""",2,"""1""",2,2,"""2""",3,7,3,"""3""","""2""","""1""","""4""","""1""","""1"""
1857,2,"""2""","""96""","""2""","""2""",2,"""4""",1,"""4""",2,"""2""",2,2,"""2""",9,10,3,"""3""","""1""","""1""","""2""","""1""","""1"""
1861,4,"""4""","""11""","""1""","""2""",2,"""4""",1,"""2""",2,"""1""",2,2,"""2""",5,5,3,"""3""","""0""","""2""","""2""","""3""","""2"""
1866,4,"""4""","""-99""","""2""","""2""",2,"""11""",1,"""5""",2,"""1""",2,2,"""2""",5,7,3,"""3""","""0""","""2""","""2""","""3""","""4"""
1886,2,"""2""","""1""","""2""","""2""",2,"""8""",2,"""8""",2,"""1""",2,2,"""2""",7,10,3,"""3""","""2""","""1""","""3""","""1""","""3"""
1887,2,"""2""","""15""","""2""","""2""",2,"""10""",2,"""9""",2,"""1""",2,2,"""2""",5,7,3,"""3""","""1""","""1""","""2""","""1""","""2"""
1898,4,"""4""","""11""","""2""","""2""",2,"""4""",1,"""9""",2,"""1""",1,2,"""2""",5,9,3,"""3""","""2""","""1""","""3""","""1""","""4"""
1909,2,"""2""","""20""","""1""","""2""",2,"""1""",2,"""2""",2,"""1""",2,2,"""2""",8,8,3,"""3""","""1""","""2""","""2""","""1""","""3"""
1914,2,"""2""","""5""","""1""","""1""",2,"""4""",1,"""2""",2,"""1""",2,2,"""2""",1,2,3,"""3""","""1""","""2""","""2""","""1""","""2"""
