SRCID,Q1,Q1_Ordinal,Q2,DUM1,DUM2,Q5Average,Q6,Q7Average,Q8,Q9Average,Q10,Q11Average,Q12,Q12_Ordinal,Q18,Q20,Q22,Q22_Ordinal,Q24,p_gender_sdc,p_age_group_sdc,p_education_sdc,p_state_sdc
559,2,"""2""","""11""","""2""","""1""",2,"""12""",1,"""5""",2,"""1""",2,2,"""2""",7,9,3,"""3""","""1""","""1""","""2""","""1""","""2"""
562,2,"""2""","""1""","""1""","""3""",2,"""4""",1,"""2""",2,"""1""",2,2,"""2""",4,3,3,"""3""","""2""","""2""","""2""","""1""","""1"""
563,1,"""1""","""19""","""2""","""1""",2,"""9""",1,"""9""",2,"""1""",2,2,"""2""",5,5,3,"""3""","""0""","""2""","""4""","""2""","""2"""
565,2,"""2""","""13""","""2""","""1""",2,"""1""",1,"""1""",2,"""1""",2,2,"""2""",8,8,3,"""3""","""1""","""2""","""4""","""1""","""2"""
566,4,"""4""","""16""","""2""","""3""",2,"""9""",1,"""5""",2,"""1""",2,2,"""2""",6,8,3,"""3""","""1""","""1""","""4""","""1""","""1"""
567,2,"""2""","""1""","""2""","""1""",2,"""4""",1,"""5""",2,"""2""",2,2,"""2""",5,6,3,"""3""","""2""","""1""","""3""","""1""","""5"""
569,1,"""1""","""33""","""2""","""2""",2,"""9""",2,"""5""",2,"""1""",2,2,"""2""",5,6,3,"""3""","""1""","""1""","""4""","""1""","""8"""
576,2,"""2""","""17""","""1""","""3""",2,"""4""",1,"""2""",2,"""1""",2,2,"""2""",5,6,3,"""3""","""0""","""2""","""4""","""2""","""5"""
577,2,"""2""","""32""","""1""","""2""",2,"""1""",1,"""2""",2,"""2""",2,2,"""2""",8,7,3,"""3""","""2""","""1""","""2""","""1""","""3"""
587,2,"""2""","""96""","""2""","""2""",2,"""4""",2,"""5""",2,"""1""",2,2,"""2""",7,8,3,"""3""","""1""","""1""","""4""","""1""","""2"""
591,2,"""2""","""16""","""1""","""1""",2,"""4""",2,"""2""",2,"""1""",2,2,"""2""",8,7,3,"""3""","""1""","""2""","""2""","""1""","""2"""
593,4,"""4""","""16""","""2""","""1""",2,"""9""",1,"""5""",2,"""1""",2,2,"""2""",3,7,3,"""3""","""2""","""2""","""4""","""1""","""1"""
604,5,"""5""","""11""","""2""","""2""",2,"""9""",1,"""4""",2,"""1""",2,2,"""2""",10,10,3,"""3""","""1""","""1""","""2""","""1""","""1"""
605,2,"""2""","""-98""","""1""","""3""",2,"""1""",1,"""4""",2,"""2""",2,2,"""2""",3,3,3,"""3""","""0""","""2""","""3""","""3""","""1"""
609,5,"""5""","""11""","""1""","""1""",2,"""6""",1,"""5""",2,"""2""",1,2,"""2""",4,8,3,"""3""","""1""","""1""","""2""","""1""","""3"""
617,2,"""2""","""13""","""1""","""2""",2,"""4""",1,"""5""",2,"""1""",2,2,"""2""",9,8,3,"""3""","""1""","""1""","""2""","""1""","""1"""
618,4,"""4""","""37""","""1""","""1""",2,"""5""",1,"""9""",2,"""1""",2,2,"""2""",7,7,3,"""3""","""1""","""2""","""4""","""1""","""1"""
620,2,"""2""","""16""","""2""","""2""",2,"""12""",2,"""5""",2,"""1""",2,2,"""2""",9,10,3,"""3""","""1""","""2""","""3""","""1""","""1"""
625,2,"""2""","""16""","""2""","""1""",2,"""4""",2,"""9""",2,"""2""",2,2,"""2""",8,8,3,"""3""","""0""","""1""","""3""","""2""","""5"""
629,2,"""2""","""1""","""2""","""1""",3,"""6""",1,"""3""",3,"""2""",2,2,"""2""",8,10,3,"""3""","""1""","""2""","""2""","""1""","""4"""
633,4,"""4""","""11""","""1""","""1""",2,"""6""",1,"""8""",2,"""1""",2,2,"""2""",8,10,3,"""3""","""1""","""2""","""2""","""1""","""1"""
640,5,"""5""","""19""","""2""","""1""",3,"""1""",1,"""5""",3,"""2""",2,2,"""2""",4,8,3,"""3""","""1""","""1""","""3""","""1""","""3"""
641,2,"""2""","""11""","""2""","""2""",2,"""1""",2,"""5""",2,"""1""",2,2,"""2""",8,7,3,"""3""","""1""","""1""","""4""","""1""","""3"""
643,4,"""4""","""11""","""1""","""3""",2,"""1""",1,"""5""",2,"""1""",2,2,"""2""",9,7,3,"""3""","""0""","""2""","""3""","""3""","""3"""
647,2,"""2""","""30""","""1""","""2""",2,"""6""",1,"""2""",2,"""1""",2,2,"""2""",3,4,3,"""3""","""1""","""2""","""2""","""1""","""5"""
648,2,"""2""","""11""","""1""","""1""",2,"""9""",2,"""5""",2,"""1""",2,2,"""2""",1,2,3,"""3""","""1""","""2""","""4""","""1""","""5"""
650,4,"""4""","""20""","""1""","""1""",2,"""4""",1,"""9""",2,"""2""",2,2,"""2""",5,7,3,"""3""","""1""","""2""","""2""","""1""","""2"""
652,1,"""1""","""1""","""1""","""1""",2,"""4""",1,"""9""",2,"""2""",2,2,"""2""",8,8,3,"""3""","""1""","""2""","""2""","""1""","""2"""
653,2,"""2""","""29""","""2""","""2""",2,"""1""",1,"""2""",2,"""1""",2,2,"""2""",5,6,3,"""3""","""1""","""2""","""4""","""1""","""5"""
662,2,"""2""","""30""","""2""","""1""",2,"""12""",2,"""5""",2,"""1""",2,2,"""2""",5,5,3,"""3""","""2""","""2""","""3""","""1""","""5"""
665,1,"""1""","""11""","""2""","""1""",2,"""12""",1,"""2""",2,"""1""",1,2,"""2""",7,7,3,"""3""","""1""","""1""","""2""","""1""","""2"""
667,2,"""2""","""16""","""1""","""3""",2,"""4""",1,"""8""",2,"""1""",2,2,"""2""",7,7,3,"""3""","""2""","""1""","""4""","""1""","""5"""
671,4,"""4""","""16""","""2""","""3""",2,"""9""",2,"""5""",2,"""1""",1,2,"""2""",4,6,3,"""3""","""1""","""1""","""4""","""1""","""1"""
673,4,"""4""","""16""","""1""","""1""",2,"""12""",2,"""6""",2,"""1""",2,2,"""2""",7,9,3,"""3""","""2""","""2""","""4""","""1""","""5"""
676,2,"""2""","""1""","""2""","""1""",2,"""4""",1,"""9""",2,"""1""",2,2,"""2""",5,7,3,"""3""","""2""","""2""","""2""","""1""","""5"""
679,2,"""2""","""13""","""1""","""1""",2,"""3""",1,"""2""",2,"""1""",2,2,"""2""",5,8,3,"""3""","""0""","""1""","""2""","""3""","""2"""
682,1,"""1""","""16""","""2""","""3""",2,"""1""",2,"""5""",2,"""1""",2,2,"""2""",7,7,3,"""3""","""1""","""1""","""4""","""1""","""3"""
686,2,"""2""","""16""","""1""","""3""",3,"""10""",1,"""8""",3,"""2""",2,2,"""2""",8,6,3,"""3""","""1""","""2""","""3""","""1""","""3"""
689,4,"""4""","""11""","""1""","""3""",2,"""9""",2,"""8""",2,"""1""",2,2,"""2""",7,6,3,"""3""","""1""","""1""","""3""","""1""","""8"""
691,2,"""2""","""11""","""1""","""1""",3,"""12""",1,"""3""",3,"""1""",1,2,"""2""",7,5,3,"""3""","""1""","""1""","""2""","""1""","""2"""
692,4,"""4""","""19""","""2""","""1""",2,"""1""",2,"""5""",2,"""1""",3,2,"""2""",5,10,3,"""3""","""1""","""1""","""2""","""1""","""3"""
697,2,"""2""","""6""","""1""","""1""",2,"""6""",2,"""8""",2,"""2""",2,2,"""2""",7,7,3,"""3""","""1""","""2""","""2""","""1""","""5"""
700,1,"""1""","""11""","""2""","""1""",2,"""4""",1,"""9""",2,"""2""",1,2,"""2""",5,6,3,"""3""","""1""","""1""","""2""","""1""","""2"""
705,2,"""2""","""19""","""1""","""2""",2,"""6""",1,"""5""",2,"""2""",2,2,"""2""",8,10,3,"""3""","""1""","""1""","""2""","""1""","""2"""
707,2,"""2""","""4""","""1""","""1""",2,"""4""",2,"""5""",2,"""1""",2,2,"""2""",7,10,3,"""3""","""0""","""1""","""3""","""3""","""4"""
709,1,"""1""","""11""","""1""","""1""",2,"""9""",2,"""5""",2,"""1""",2,2,"""2""",6,4,3,"""3""","""1""","""1""","""4""","""1""","""1"""
711,1,"""1""","""1""","""1""","""3""",2,"""4""",2,"""2""",2,"""2""",2,2,"""2""",7,7,3,"""3""","""0""","""1""","""4""","""3""","""3"""
712,2,"""2""","""1""","""1""","""1""",2,"""3""",1,"""1""",2,"""2""",2,2,"""2""",4,8,3,"""3""","""1""","""2""","""2""","""1""","""2"""
713,2,"""2""","""16""","""1""","""1""",2,"""4""",2,"""9""",2,"""2""",2,2,"""2""",1,7,3,"""3""","""1""","""2""","""2""","""1""","""1"""
714,4,"""4""","""16""","""1""","""2""",2,"""9""",1,"""8""",2,"""1""",2,2,"""2""",3,7,3,"""3""","""1""","""2""","""2""","""1""","""1"""
720,2,"""2""","""1""","""1""","""1""",2,"""4""",1,"""1""",2,"""1""",2,2,"""2""",10,9,3,"""3""","""1""","""1""","""2""","""1""","""2"""
721,4,"""4""","""11""","""1""","""1""",2,"""1""",2,"""9""",2,"""1""",1,2,"""2""",6,7,3,"""3""","""0""","""1""","""1""","""3""","""1"""
732,2,"""2""","""1""","""1""","""3""",2,"""4""",1,"""2""",2,"""2""",1,2,"""2""",8,8,3,"""3""","""1""","""2""","""1""","""1""","""3"""
737,2,"""2""","""11""","""1""","""1""",2,"""1""",2,"""5""",2,"""1""",2,2,"""2""",8,8,3,"""3""","""1""","""1""","""3""","""1""","""2"""
755,2,"""2""","""35""","""1""","""1""",2,"""6""",2,"""9""",2,"""1""",2,2,"""2""",7,5,3,"""3""","""1""","""2""","""2""","""1""","""3"""
757,2,"""2""","""16""","""1""","""2""",2,"""9""",2,"""5""",2,"""1""",2,2,"""2""",7,8,3,"""3""","""0""","""1""","""1""","""3""","""2"""
759,4,"""4""","""4""","""2""","""1""",2,"""4""",2,"""5""",2,"""1""",2,2,"""2""",5,8,3,"""3""","""0""","""1""","""4""","""2""","""8"""
760,2,"""2""","""19""","""1""","""1""",2,"""9""",2,"""5""",2,"""2""",2,2,"""2""",5,8,3,"""3""","""1""","""1""","""4""","""1""","""1"""
762,4,"""4""","""11""","""1""","""1""",2,"""9""",2,"""8""",2,"""1""",1,2,"""2""",5,7,3,"""3""","""0""","""1""","""3""","""2""","""2"""
765,4,"""4""","""16""","""2""","""2""",3,"""12""",2,"""5""",3,"""1""",1,2,"""2""",7,9,3,"""3""","""1""","""2""","""4""","""1""","""2"""
768,4,"""4""","""96""","""1""","""1""",2,"""11""",1,"""5""",2,"""1""",2,2,"""2""",3,8,3,"""3""","""1""","""2""","""1""","""1""","""3"""
769,1,"""1""","""11""","""1""","""1""",2,"""1""",2,"""9""",2,"""1""",2,2,"""2""",8,10,3,"""3""","""1""","""1""","""4""","""1""","""2"""
771,2,"""2""","""6""","""1""","""3""",2,"""4""",1,"""2""",2,"""2""",2,2,"""2""",6,9,3,"""3""","""1""","""1""","""2""","""1""","""3"""
773,4,"""4""","""37""","""1""","""1""",2,"""4""",1,"""2""",2,"""1""",2,2,"""2""",6,8,3,"""3""","""1""","""2""","""2""","""1""","""4"""
778,2,"""2""","""29""","""1""","""1""",2,"""1""",2,"""2""",2,"""2""",1,2,"""2""",6,6,3,"""3""","""1""","""1""","""3""","""1""","""3"""
781,4,"""4""","""29""","""1""","""2""",3,"""4""",1,"""9""",3,"""2""",1,2,"""2""",7,10,3,"""3""","""1""","""1""","""2""","""1""","""3"""
789,4,"""4""","""20""","""2""","""2""",3,"""2""",1,"""3""",3,"""2""",2,2,"""2""",5,7,3,"""3""","""1""","""1""","""1""","""1""","""1"""
794,4,"""4""","""29""","""1""","""1""",3,"""4""",1,"""2""",3,"""2""",2,2,"""2""",2,0,3,"""3""","""1""","""2""","""4""","""1""","""6"""
797,2,"""2""","""19""","""1""","""1""",2,"""9""",2,"""5""",2,"""1""",2,2,"""2""",7,7,3,"""3""","""1""","""1""","""3""","""1""","""4"""
801,2,"""2""","""16""","""2""","""3""",2,"""4""",1,"""3""",2,"""1""",2,2,"""2""",0,10,3,"""3""","""0""","""2""","""4""","""2""","""1"""
811,4,"""4""","""11""","""1""","""2""",2,"""12""",1,"""5""",2,"""1""",1,2,"""2""",8,9,3,"""3""","""1""","""1""","""2""","""1""","""2"""
818,2,"""2""","""7""","""1""","""1""",2,"""12""",2,"""8""",2,"""2""",2,2,"""2""",6,7,3,"""3""","""1""","""1""","""3""","""1""","""4"""
821,1,"""1""","""12""","""2""","""1""",1,"""1""",2,"""6""",1,"""1""",2,2,"""2""",7,5,3,"""3""","""1""","""2""","""3""","""1""","""3"""
822,2,"""2""","""6""","""2""","""2""",2,"""4""",1,"""3""",2,"""1""",2,2,"""2""",5,5,3,"""3""","""0""","""2""","""4""","""1""","""4"""
828,2,"""2""","""5""","""1""","""1""",2,"""4""",2,"""9""",2,"""1""",2,2,"""2""",7,7,3,"""3""","""1""","""2""","""2""","""1""","""1"""
832,2,"""2""","""11""","""1""","""3""",2,"""1""",1,"""8""",2,"""1""",2,2,"""2""",5,10,3,"""3""","""1""","""1""","""3""","""1""","""1"""
836,4,"""4""","""14""","""1""","""2""",3,"""12""",1,"""7""",3,"""2""",2,2,"""2""",8,6,3,"""3""","""1""","""2""","""2""","""1""","""1"""
846,4,"""4""","""11""","""2""","""2""",2,"""9""",2,"""3""",2,"""1""",2,2,"""2""",4,6,3,"""3""","""1""","""1""","""4""","""1""","""1"""
848,2,"""2""","""16""","""1""","""3""",2,"""6""",1,"""8""",2,"""1""",2,2,"""2""",6,4,3,"""3""","""1""","""1""","""3""","""1""","""5"""
854,2,"""2""","""20""","""1""","""1""",2,"""6""",1,"""5""",2,"""1""",2,2,"""2""",5,7,3,"""3""","""1""","""2""","""4""","""1""","""4"""
860,2,"""2""","""1""","""2""","""2""",3,"""2""",2,"""1""",3,"""2""",2,2,"""2""",7,6,3,"""3""","""0""","""1""","""4""","""3""","""6"""
861,4,"""4""","""11""","""2""","""1""",3,"""4""",2,"""2""",3,"""1""",2,2,"""2""",8,5,3,"""3""","""1""","""1""","""2""","""1""","""2"""
863,4,"""4""","""1""","""1""","""1""",3,"""12""",2,"""5""",3,"""2""",2,2,"""2""",5,7,3,"""3""","""2""","""1""","""2""","""1""","""1"""
868,2,"""2""","""1""","""1""","""3""",2,"""4""",1,"""2""",2,"""1""",2,2,"""2""",5,3,3,"""3""","""1""","""1""","""2""","""1""","""5"""
872,2,"""2""","""11""","""1""","""1""",2,"""9""",2,"""5""",2,"""1""",2,2,"""2""",5,7,3,"""3""","""1""","""2""","""4""","""1""","""2"""
873,2,"""2""","""16""","""2""","""2""",2,"""9""",2,"""5""",2,"""2""",2,2,"""2""",6,6,3,"""3""","""1""","""2""","""2""","""1""","""8"""
876,4,"""4""","""35""","""1""","""1""",3,"""2""",1,"""1""",3,"""1""",1,2,"""2""",8,7,3,"""3""","""0""","""2""","""1""","""2""","""1"""
877,1,"""1""","""19""","""1""","""1""",2,"""3""",1,"""8""",2,"""1""",2,2,"""2""",3,10,3,"""3""","""1""","""1""","""4""","""1""","""1"""
878,2,"""2""","""16""","""2""","""1""",2,"""6""",1,"""5""",2,"""1""",2,2,"""2""",6,10,3,"""3""","""2""","""2""","""4""","""1""","""3"""
884,1,"""1""","""11""","""1""","""2""",1,"""1""",2,"""5""",1,"""2""",2,2,"""2""",10,9,3,"""3""","""0""","""1""","""4""","""2""","""4"""
885,2,"""2""","""2""","""2""","""2""",2,"""4""",2,"""5""",2,"""1""",2,2,"""2""",9,7,3,"""3""","""2""","""1""","""4""","""1""","""2"""
894,1,"""1""","""20""","""1""","""1""",2,"""4""",1,"""2""",2,"""1""",2,2,"""2""",2,1,3,"""3""","""0""","""2""","""4""","""2""","""1"""
897,4,"""4""","""16""","""2""","""3""",2,"""12""",2,"""2""",2,"""2""",2,2,"""2""",3,9,3,"""3""","""2""","""1""","""3""","""1""","""3"""
898,2,"""2""","""11""","""1""","""1""",2,"""12""",2,"""8""",2,"""2""",2,2,"""2""",1,10,3,"""3""","""2""","""2""","""4""","""1""","""6"""
905,2,"""2""","""35""","""1""","""2""",2,"""1""",1,"""5""",2,"""2""",2,2,"""2""",8,3,3,"""3""","""1""","""2""","""3""","""1""","""2"""
906,2,"""2""","""29""","""2""","""1""",2,"""1""",2,"""8""",2,"""1""",2,2,"""2""",6,7,3,"""3""","""1""","""1""","""3""","""1""","""2"""
911,4,"""4""","""13""","""1""","""1""",3,"""1""",2,"""2""",3,"""1""",3,2,"""2""",4,6,3,"""3""","""1""","""1""","""3""","""1""","""3"""
921,4,"""4""","""11""","""2""","""1""",1,"""12""",1,"""5""",1,"""1""",1,2,"""2""",3,8,3,"""3""","""2""","""1""","""4""","""1""","""1"""
928,4,"""4""","""11""","""1""","""2""",2,"""4""",1,"""8""",2,"""1""",2,2,"""2""",7,9,3,"""3""","""0""","""2""","""1""","""3""","""1"""
929,4,"""4""","""11""","""1""","""1""",2,"""9""",1,"""5""",2,"""1""",2,2,"""2""",4,3,3,"""3""","""1""","""1""","""4""","""1""","""8"""
934,2,"""2""","""-99""","""1""","""2""",2,"""1""",1,"""5""",2,"""1""",2,2,"""2""",6,8,3,"""3""","""1""","""1""","""4""","""1""","""3"""
939,1,"""1""","""20""","""1""","""2""",2,"""10""",2,"""3""",2,"""1""",2,2,"""2""",6,9,3,"""3""","""1""","""2""","""3""","""1""","""5"""
953,2,"""2""","""37""","""1""","""1""",2,"""2""",1,"""3""",2,"""1""",2,2,"""2""",7,9,3,"""3""","""1""","""2""","""3""","""1""","""5"""
958,4,"""4""","""13""","""2""","""2""",2,"""6""",1,"""2""",2,"""1""",2,2,"""2""",3,10,3,"""3""","""2""","""1""","""4""","""1""","""2"""
963,4,"""4""","""1""","""1""","""1""",2,"""12""",1,"""3""",2,"""1""",2,2,"""2""",7,5,3,"""3""","""0""","""2""","""3""","""2""","""3"""
965,4,"""4""","""16""","""2""","""2""",3,"""1""",1,"""2""",3,"""2""",2,2,"""2""",4,8,3,"""3""","""1""","""2""","""2""","""1""","""3"""
970,2,"""2""","""1""","""2""","""2""",2,"""4""",2,"""9""",2,"""1""",1,2,"""2""",5,6,3,"""3""","""2""","""1""","""2""","""1""","""1"""
977,4,"""4""","""96""","""1""","""2""",2,"""12""",1,"""5""",2,"""1""",2,2,"""2""",7,10,3,"""3""","""1""","""1""","""2""","""1""","""8"""
979,2,"""2""","""16""","""1""","""2""",3,"""9""",2,"""5""",3,"""2""",2,2,"""2""",6,7,3,"""3""","""1""","""1""","""4""","""1""","""2"""
986,4,"""4""","""11""","""1""","""2""",1,"""4""",1,"""1""",1,"""1""",2,2,"""2""",7,7,3,"""3""","""1""","""1""","""4""","""1""","""4"""
994,1,"""1""","""96""","""1""","""1""",2,"""1""",2,"""2""",2,"""1""",2,2,"""2""",10,10,3,"""3""","""2""","""2""","""2""","""1""","""2"""
1000,2,"""2""","""1""","""1""","""2""",3,"""6""",1,"""5""",3,"""1""",2,2,"""2""",3,6,3,"""3""","""1""","""1""","""2""","""1""","""1"""
1002,4,"""4""","""19""","""1""","""1""",2,"""4""",1,"""1""",2,"""1""",2,2,"""2""",7,8,3,"""3""","""1""","""1""","""3""","""1""","""1"""
1005,2,"""2""","""36""","""2""","""1""",3,"""4""",1,"""5""",3,"""1""",1,2,"""2""",5,5,3,"""3""","""0""","""2""","""2""","""3""","""2"""
1007,4,"""4""","""11""","""1""","""2""",2,"""6""",1,"""2""",2,"""2""",2,2,"""2""",8,8,3,"""3""","""1""","""1""","""4""","""1""","""4"""
1011,2,"""2""","""8""","""1""","""3""",2,"""4""",1,"""9""",2,"""2""",2,2,"""2""",7,3,3,"""3""","""0""","""2""","""2""","""3""","""4"""
1017,2,"""2""","""16""","""1""","""2""",2,"""4""",2,"""5""",2,"""1""",2,2,"""2""",3,7,3,"""3""","""2""","""1""","""4""","""1""","""5"""
1019,2,"""2""","""-98""","""1""","""2""",2,"""10""",1,"""9""",2,"""1""",2,2,"""2""",6,6,3,"""3""","""0""","""2""","""2""","""1""","""6"""
1027,2,"""2""","""19""","""1""","""1""",2,"""4""",1,"""2""",2,"""1""",2,2,"""2""",5,5,3,"""3""","""1""","""2""","""4""","""1""","""1"""
1033,2,"""2""","""11""","""2""","""1""",2,"""6""",2,"""1""",2,"""2""",2,2,"""2""",6,7,3,"""3""","""1""","""1""","""4""","""1""","""5"""
1038,2,"""2""","""1""","""2""","""2""",2,"""4""",2,"""9""",2,"""1""",2,2,"""2""",7,8,3,"""3""","""2""","""1""","""2""","""1""","""4"""
1040,2,"""2""","""18""","""1""","""1""",2,"""1""",2,"""8""",2,"""1""",2,2,"""2""",6,10,3,"""3""","""1""","""1""","""4""","""1""","""1"""
1044,4,"""4""","""11""","""1""","""1""",2,"""1""",2,"""5""",2,"""1""",2,2,"""2""",7,10,3,"""3""","""1""","""2""","""3""","""1""","""3"""
1045,4,"""4""","""16""","""1""","""2""",2,"""1""",2,"""5""",2,"""1""",1,2,"""2""",5,8,3,"""3""","""1""","""1""","""2""","""1""","""8"""
1046,2,"""2""","""11""","""2""","""2""",2,"""4""",1,"""2""",2,"""2""",2,2,"""2""",2,7,3,"""3""","""1""","""2""","""4""","""1""","""5"""
1048,2,"""2""","""1""","""2""","""3""",2,"""6""",1,"""5""",2,"""2""",2,2,"""2""",2,9,3,"""3""","""2""","""2""","""2""","""1""","""2"""
1057,2,"""2""","""1""","""2""","""3""",2,"""1""",2,"""5""",2,"""1""",2,2,"""2""",8,8,3,"""3""","""1""","""1""","""3""","""1""","""1"""
1070,2,"""2""","""11""","""1""","""2""",2,"""1""",1,"""5""",2,"""1""",2,2,"""2""",4,5,3,"""3""","""1""","""2""","""3""","""1""","""1"""
1078,2,"""2""","""11""","""1""","""2""",3,"""4""",1,"""2""",3,"""2""",1,2,"""2""",7,7,3,"""3""","""1""","""2""","""2""","""1""","""3"""
1079,2,"""2""","""11""","""1""","""1""",3,"""9""",2,"""5""",3,"""2""",2,2,"""2""",6,5,3,"""3""","""2""","""2""","""2""","""1""","""1"""
1081,1,"""1""","""20""","""1""","""1""",2,"""10""",2,"""2""",2,"""1""",2,2,"""2""",7,7,3,"""3""","""1""","""1""","""4""","""1""","""3"""
1085,2,"""2""","""16""","""2""","""1""",3,"""1""",2,"""5""",3,"""1""",2,2,"""2""",6,8,3,"""3""","""1""","""1""","""4""","""1""","""1"""
1086,2,"""2""","""11""","""1""","""2""",2,"""4""",2,"""2""",2,"""1""",2,2,"""2""",6,4,3,"""3""","""1""","""2""","""1""","""1""","""2"""
1087,4,"""4""","""16""","""1""","""2""",2,"""4""",1,"""9""",2,"""1""",2,2,"""2""",7,7,3,"""3""","""1""","""1""","""4""","""1""","""2"""
1093,4,"""4""","""11""","""2""","""2""",2,"""12""",2,"""5""",2,"""1""",2,2,"""2""",4,7,3,"""3""","""1""","""1""","""4""","""1""","""1"""
1097,2,"""2""","""19""","""1""","""1""",2,"""6""",1,"""5""",2,"""2""",2,2,"""2""",6,8,3,"""3""","""1""","""2""","""4""","""1""","""1"""
1098,1,"""1""","""20""","""1""","""1""",2,"""1""",1,"""2""",2,"""1""",2,2,"""2""",4,8,3,"""3""","""1""","""1""","""3""","""1""","""2"""
1102,2,"""2""","""20""","""1""","""2""",2,"""10""",2,"""9""",2,"""1""",2,2,"""2""",5,10,3,"""3""","""1""","""1""","""3""","""1""","""2"""
1103,4,"""4""","""7""","""2""","""2""",3,"""6""",1,"""2""",3,"""2""",2,2,"""2""",7,7,3,"""3""","""1""","""2""","""2""","""1""","""2"""
1105,5,"""5""","""32""","""2""","""2""",2,"""4""",2,"""4""",2,"""1""",2,2,"""2""",6,3,3,"""3""","""1""","""1""","""4""","""1""","""3"""
1106,2,"""2""","""11""","""1""","""1""",2,"""4""",1,"""2""",2,"""1""",1,2,"""2""",5,5,3,"""3""","""0""","""1""","""4""","""2""","""7"""
1107,2,"""2""","""16""","""1""","""1""",2,"""4""",1,"""9""",2,"""2""",2,2,"""2""",7,7,3,"""3""","""1""","""1""","""3""","""1""","""2"""
1108,1,"""1""","""36""","""2""","""2""",2,"""12""",1,"""9""",2,"""1""",2,2,"""2""",8,8,3,"""3""","""1""","""1""","""4""","""1""","""1"""
1110,2,"""2""","""1""","""1""","""1""",2,"""1""",1,"""8""",2,"""1""",1,2,"""2""",7,7,3,"""3""","""0""","""1""","""3""","""3""","""1"""
1117,4,"""4""","""16""","""1""","""3""",2,"""4""",1,"""9""",2,"""2""",2,2,"""2""",7,8,3,"""3""","""0""","""1""","""2""","""2""","""1"""
1121,4,"""4""","""11""","""1""","""2""",2,"""1""",2,"""5""",2,"""1""",2,2,"""2""",7,8,3,"""3""","""1""","""2""","""4""","""1""","""2"""
1126,2,"""2""","""1""","""1""","""1""",3,"""1""",1,"""5""",3,"""2""",2,2,"""2""",8,7,3,"""3""","""1""","""1""","""4""","""1""","""1"""
1132,2,"""2""","""11""","""1""","""2""",2,"""4""",1,"""9""",2,"""1""",2,2,"""2""",7,10,3,"""3""","""1""","""2""","""3""","""1""","""2"""
1138,2,"""2""","""96""","""1""","""3""",2,"""4""",1,"""9""",2,"""1""",2,2,"""2""",6,7,3,"""3""","""1""","""2""","""4""","""1""","""3"""
1143,1,"""1""","""1""","""2""","""1""",2,"""4""",1,"""4""",2,"""1""",2,2,"""2""",7,6,3,"""3""","""1""","""2""","""2""","""1""","""2"""
1151,4,"""4""","""11""","""2""","""1""",2,"""9""",2,"""5""",2,"""1""",2,2,"""2""",9,9,3,"""3""","""0""","""1""","""1""","""3""","""3"""
1153,4,"""4""","""16""","""1""","""1""",2,"""6""",1,"""5""",2,"""1""",1,2,"""2""",2,9,3,"""3""","""1""","""1""","""4""","""1""","""2"""
1159,2,"""2""","""19""","""1""","""3""",2,"""4""",1,"""5""",2,"""1""",1,2,"""2""",7,7,3,"""3""","""0""","""1""","""4""","""2""","""4"""
1167,2,"""2""","""11""","""1""","""1""",2,"""9""",2,"""5""",2,"""1""",2,2,"""2""",8,8,3,"""3""","""0""","""1""","""4""","""2""","""2"""
1170,4,"""4""","""4""","""1""","""1""",2,"""4""",1,"""5""",2,"""1""",2,2,"""2""",5,5,3,"""3""","""0""","""1""","""2""","""2""","""1"""
1172,2,"""2""","""29""","""2""","""2""",2,"""4""",1,"""2""",2,"""1""",2,2,"""2""",7,8,3,"""3""","""1""","""1""","""3""","""1""","""2"""
1174,2,"""2""","""4""","""1""","""1""",2,"""4""",2,"""8""",2,"""1""",2,2,"""2""",6,8,3,"""3""","""1""","""2""","""2""","""1""","""2"""
1176,4,"""4""","""11""","""1""","""1""",2,"""12""",1,"""5""",2,"""1""",1,2,"""2""",6,7,3,"""3""","""1""","""2""","""4""","""1""","""2"""
1193,4,"""4""","""11""","""1""","""1""",3,"""9""",2,"""5""",3,"""1""",2,2,"""2""",5,4,3,"""3""","""1""","""1""","""4""","""1""","""8"""
1203,2,"""2""","""35""","""1""","""3""",2,"""4""",2,"""9""",2,"""2""",3,2,"""2""",8,5,3,"""3""","""0""","""1""","""4""","""2""","""1"""
1204,2,"""2""","""6""","""2""","""1""",2,"""4""",1,"""9""",2,"""2""",2,2,"""2""",6,7,3,"""3""","""1""","""2""","""2""","""1""","""8"""
1206,4,"""4""","""16""","""1""","""1""",2,"""6""",1,"""5""",2,"""2""",1,2,"""2""",2,4,3,"""3""","""1""","""2""","""4""","""1""","""3"""
1217,2,"""2""","""-98""","""1""","""3""",2,"""3""",2,"""2""",2,"""2""",1,2,"""2""",8,5,3,"""3""","""0""","""1""","""2""","""2""","""2"""
1236,2,"""2""","""1""","""1""","""3""",2,"""4""",1,"""5""",2,"""1""",2,2,"""2""",6,6,3,"""3""","""2""","""1""","""3""","""1""","""2"""
1240,2,"""2""","""11""","""2""","""2""",2,"""2""",2,"""9""",2,"""1""",2,2,"""2""",7,8,3,"""3""","""1""","""1""","""1""","""1""","""1"""
1247,4,"""4""","""11""","""1""","""2""",2,"""6""",1,"""8""",2,"""1""",2,2,"""2""",6,7,3,"""3""","""1""","""1""","""3""","""1""","""1"""
